Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9,Load_H2_tonne_per_hr_z10,
,,,,,,,3201,20.24,119.08,44.84,0.656452048,16.65292335,22.9458343,7.952022728,4.378056845,3.88263468,6.056589765,21.59793418
,,,,,,,3202,21.43,126.1,47.49,18.11730057,15.19499584,13.20927299,10.29749821,10.30401615,16.64524522,11.72636111,9.774708798
,,,,,,,3203,25.41,149.49,56.3,7.611157698,16.40215053,8.735946273,1.942965014,18.44497602,4.574208087,22.68205742,8.687007307
,,,,,,,3204,27.06,159.24,59.97,2.958819988,5.172142014,17.33415025,21.87756257,15.48082902,18.3522505,16.26531291,21.43046757
,,,,,,,3205,27.86,163.92,61.73,3.449960154,0.988180612,7.065725231,6.975680271,17.44862434,12.60397283,6.657400098,5.902013479
,,,,,,,3206,27.33,160.8,60.55,10.35343813,2.267632351,12.42784217,2.791713035,4.508880871,1.380074939,22.04555597,4.705010651
,,,,,,,3207,27.06,159.24,59.97,16.22311934,10.3200992,15.38403787,5.791031768,11.95360996,8.377900364,22.73643477,2.947573225
,,,,,,,3208,25.94,152.61,57.47,15.17895361,4.68266276,4.558392571,13.96957538,5.396034246,18.44644266,2.317284124,15.29194797
,,,,,,,3209,24.61,144.81,54.53,15.36702099,17.32495992,11.78297615,5.459047777,15.84199093,11.6906887,9.864552371,9.700400731
,,,,,,,3210,21.76,128.04,48.22,5.633033395,15.5046878,2.001502404,1.363296162,3.489159296,12.21103294,14.66605599,17.41298747
,,,,,,,3211,18.12,106.6,40.14,21.82541098,17.68190976,6.623849953,0.624000441,14.43277718,9.909313237,18.12453363,14.54626068
,,,,,,,3212,13.81,81.26,30.6,4.469114227,18.34310312,2.624809252,6.922396987,4.359491489,4.359092119,2.90587146,4.90767046
,,,,,,,3213,10.5,61.76,23.26,0.561773256,10.1728927,19.01295251,4.241805833,3.245150465,21.34195473,12.63249929,14.58015551
,,,,,,,3214,7.32,43.05,16.21,0.706974924,22.95611752,10.34499731,13.12099756,1.759332718,12.53044618,21.03759655,18.37139153
,,,,,,,3215,4.53,26.67,10.04,13.04917962,14.76686205,12.22467719,12.80832414,9.069736277,15.72063541,3.200465956,0.148416019
,,,,,,,3216,2.68,15.75,5.93,0.323831417,21.10414105,4.346819158,4.801029304,8.339926179,15.36321939,15.82047995,16.48230934
,,,,,,,3217,2.49,14.67,5.53,8.605126207,10.29874514,13.95664268,5.955123409,6.931989981,8.493523124,20.18535092,9.788488367
,,,,,,,3218,1.8,10.6,3.99,8.789615005,4.633642152,5.132902939,17.79863514,7.365130786,1.627301788,21.22453594,10.96391845
,,,,,,,3219,1.66,9.78,3.68,9.770396084,17.7549829,20.08918638,14.79421125,12.84082784,22.84938697,18.15533147,2.113213416
,,,,,,,3220,2.46,14.47,5.45,12.82811388,13.63478593,9.130810124,5.550121878,10.8455158,1.34359424,19.57587622,9.075824167
,,,,,,,3221,4.43,26.09,9.82,6.38386194,20.98025476,17.08543204,19.12781714,0.033200607,11.80381588,21.8620003,16.33468677
,,,,,,,3222,7.27,42.8,16.12,18.71527276,12.29030215,22.65241514,16.25871383,10.98871656,2.263327736,1.980801899,1.136642489
,,,,,,,3223,10.98,64.61,24.33,0.700973819,3.317675223,17.76077053,16.89676672,13.22909706,14.78983124,10.80742484,7.942602829
,,,,,,,3224,15,88.25,33.23,22.9280154,5.730517843,12.77298303,3.113137851,6.983294752,12.32244252,4.070959405,0.443897844
,,,,,,,3225,18.95,111.48,41.98,17.45090316,18.83787285,18.96602481,10.49299695,5.944707713,8.018798788,11.40642407,21.75520055
,,,,,,,3226,21.02,123.71,46.59,17.94019374,9.01307165,18.92720106,12.87915716,14.6122332,3.42061292,20.44329623,6.024105007
,,,,,,,3227,21.68,127.58,48.05,2.98228231,7.617158939,1.215103399,7.101011896,19.81017017,10.28005356,13.35736033,4.138937389
,,,,,,,3228,22.62,133.08,50.12,0.274701911,1.450682836,6.637903188,16.2399142,2.369730026,12.72163675,8.754397361,13.18550658
,,,,,,,3229,24.07,141.64,53.34,5.982229908,1.868362836,21.20079658,14.77340727,21.15492832,18.82721798,17.67544558,19.23906913
,,,,,,,3230,25.15,147.96,55.72,6.539517268,19.52938462,0.892334175,3.731426786,9.700812545,15.85962697,10.49618766,12.01677234
,,,,,,,3231,26.32,154.89,58.33,1.691527018,8.100942999,1.720082408,1.354627539,14.43600429,16.437856,6.085626969,0.35623842
,,,,,,,3232,26.98,158.76,59.79,11.88222666,15.48030326,0.726012174,5.345029438,5.560474362,7.702742691,1.166333014,21.51182784
,,,,,,,3233,25.67,151.02,56.87,21.32120674,6.469495687,3.463197651,10.89095844,20.1881831,22.24380602,9.474935605,1.457314105
,,,,,,,3234,23.24,136.75,51.5,21.63617768,3.252286611,3.303486774,16.72228141,16.83869451,16.84639806,8.458638985,21.15852531
,,,,,,,3235,19.29,113.52,42.75,9.87609835,12.55659986,9.961353067,11.3344476,9.04774739,17.10375498,18.55698651,15.73509417
,,,,,,,3236,14.93,87.84,33.08,22.60639489,13.94652495,5.61763914,17.25208138,7.265200004,7.537821532,2.208365307,7.228713187
,,,,,,,3237,11.4,67.05,25.25,20.75007445,4.898819424,2.801872751,13.36773317,5.820220795,9.234338096,13.46136742,9.7216219
,,,,,,,3238,8.83,51.97,19.57,3.967193808,2.983172142,3.443368312,1.098309888,20.84982485,7.118532622,2.771566231,0.436533743
,,,,,,,3239,6.2,36.48,13.74,4.686386511,21.85970684,16.53658663,15.91415589,14.58499511,22.07645442,3.559496401,18.1715316
,,,,,,,3240,3.95,23.23,8.75,20.2513082,12.89859001,20.92274099,0.686442802,0.472091625,16.47589504,8.678296773,5.351326372
,,,,,,,3241,1.69,9.92,3.74,7.81888539,16.47618751,16.36501938,0.393476812,3.537070713,15.05520097,15.22030368,8.332160947
,,,,,,,3242,1.24,7.28,2.74,13.99944178,4.669132361,21.14635181,4.342538705,13.31991691,9.251430085,16.97411948,13.6660972
,,,,,,,3243,1.74,10.25,3.86,12.63031206,8.775011345,12.70187116,8.057203816,20.29506677,1.298547807,15.15215062,10.70962246
,,,,,,,3244,4.05,23.82,8.97,12.17122318,21.58621195,5.234078588,22.16189968,5.723855636,9.975579177,0.686237395,11.90178027
,,,,,,,3245,8.71,51.27,19.31,14.67507562,14.91438178,2.905589428,20.34726322,13.36453241,3.210721282,18.7743574,17.09462783
,,,,,,,3246,14,82.37,31.02,13.89685335,4.98570403,10.94480966,1.313187778,4.841278276,4.94426915,3.840942504,21.89334861
,,,,,,,3247,17.32,101.88,38.37,12.96061137,14.76244523,7.414457173,22.28247026,11.44521,15.1709867,12.52823959,19.10834653
,,,,,,,3248,19.85,116.77,43.97,0.425637045,16.97351468,12.4395055,21.02757158,16.65166009,15.373404,18.21533515,9.981420409
,,,,,,,3249,20.91,123.06,46.34,4.132995977,2.721459979,13.4080636,2.884939429,13.76847245,8.250368576,17.45635069,20.29226594
,,,,,,,3250,20.01,117.76,44.35,0.930450042,5.875759501,12.54486201,4.148914418,14.87379296,3.694916926,5.757589433,18.29734365
,,,,,,,3251,19.9,117.1,44.1,4.406959429,20.24969907,2.077596147,13.5194261,22.80567528,20.50819175,13.99210777,9.119974071
,,,,,,,3252,20.63,121.4,45.72,17.0614509,4.507579309,14.31881338,13.75432442,1.008356213,8.541047007,13.49209493,15.78476257
,,,,,,,3253,21.93,129.01,48.58,17.41582281,6.727231026,14.5196753,7.594805878,13.50272738,22.79903672,21.98637159,19.23312849
,,,,,,,3254,22.77,133.97,50.45,6.094653376,4.671048144,17.32183811,14.84319743,15.34092208,16.6505485,14.7171711,22.14307255
,,,,,,,3255,24.62,144.89,54.56,1.183051432,1.001833353,21.47967756,17.43194156,18.30559241,21.39321691,20.83439554,14.45802253
,,,,,,,3256,26.14,153.82,57.93,20.04942777,17.58721409,21.40980683,12.58183806,21.73802898,0.301886672,17.44034431,10.61920388
,,,,,,,3257,25.41,149.52,56.31,3.663447946,7.530044875,4.37982753,2.701091992,10.18761475,8.42746346,2.291575869,5.301529429
,,,,,,,3258,23.89,140.59,52.94,18.95820178,9.015599774,17.45317563,14.99208346,11.34024507,9.275058263,2.905277386,16.82265286
,,,,,,,3259,19.68,115.78,43.6,6.35847192,20.21447807,19.4920021,0.504663146,13.04919213,3.515318002,14.06035903,1.79538053
,,,,,,,3260,14.45,85.01,32.02,3.186833859,0.205891396,16.89958127,22.81620972,16.78012939,0.743838128,12.35249126,19.13403599
,,,,,,,3261,10.46,61.53,23.17,22.72575532,17.47534134,10.24788792,18.43562985,21.43056918,2.21626584,21.57633222,16.13001518
,,,,,,,3262,7.87,46.31,17.44,7.583453533,7.957141411,8.309708383,15.83612137,5.220313241,19.77246401,15.72062616,5.678994744
,,,,,,,3263,4.67,27.46,10.34,0.477022574,14.39008967,3.851541838,20.98917598,6.644789746,5.237090609,1.811758331,1.098598801
,,,,,,,3264,2.64,15.55,5.85,7.283801123,22.8939515,22.0272973,9.255350057,21.01014354,1.913396248,7.570945795,22.20116993
,,,,,,,3265,1.76,10.36,3.9,18.42306064,17.16953541,18.38397887,6.171560569,8.200417372,13.98207178,10.58295861,15.30710664
,,,,,,,3266,1.29,7.6,2.86,13.73883995,16.89262598,1.056284336,12.74914131,0.620921668,11.22569323,9.504013022,12.29812612
,,,,,,,3267,1.82,10.71,4.03,21.12835644,12.48669469,10.20569249,17.96590394,14.15620176,18.95289636,1.65708013,8.643602802
,,,,,,,3268,4.23,24.87,9.36,22.59929818,16.31356576,6.891049755,9.700294591,11.02089321,10.76434783,21.39039242,7.434751125
,,,,,,,3269,9.1,53.54,20.16,18.22413761,3.104679309,0.616371235,11.13659312,22.18754408,20.44606034,13.69166685,22.60640912
,,,,,,,3270,14.62,86,32.39,9.413859723,5.515022956,15.99664233,17.18755617,2.187969782,16.77296134,5.014643132,18.23553326
,,,,,,,3271,18.08,106.38,40.06,0.957837566,16.36575905,1.546477983,3.182757372,13.80110297,6.19414829,21.49072493,6.455332179
,,,,,,,3272,20.72,121.92,45.91,15.14258319,10.64977429,2.482955474,11.88786908,12.87315593,0.000683812,13.69719458,14.22362661
,,,,,,,3273,21.84,128.48,48.39,13.32303154,13.11637728,16.71430605,0.340232224,3.307480636,8.875597529,18.36231925,0.54200865
,,,,,,,3274,20.9,122.96,46.3,5.436342298,9.124913998,0.621177739,0.014376886,20.16844596,3.644503153,14.56933243,3.621758836
,,,,,,,3275,20.78,122.27,46.04,4.917911651,8.634077083,21.84159769,5.300883233,4.794766042,10.50337542,11.39884053,10.40274826
,,,,,,,3276,21.54,126.76,47.74,7.306514842,10.1863902,17.11583308,5.635660982,9.147016502,10.24495299,2.748771072,9.591029441
,,,,,,,3277,22.89,134.7,50.73,11.54172525,12.28284321,3.82411175,11.73247027,13.66251636,21.18705168,11.39198553,19.49258502
,,,,,,,3278,23.77,139.88,52.68,8.810501587,7.778673212,2.717068096,5.17565908,22.46661591,18.4994898,14.88924515,1.507040179
,,,,,,,3279,25.71,151.28,56.97,2.202420663,16.47561112,17.22984804,11.30743825,1.125170115,17.61791847,14.09759069,13.70975397
,,,,,,,3280,27.3,160.61,60.48,9.837821527,9.922546875,13.77865838,20.83733631,12.92933607,16.90003091,2.529841682,4.953229705
,,,,,,,3281,26.53,156.12,58.79,7.275217359,7.636918109,21.88090931,19.48664909,22.14307985,4.287182513,17.80449107,13.93969849
,,,,,,,3282,24.95,146.79,55.28,16.34808175,5.3113386,1.648838808,3.421519952,1.799383142,21.46532591,9.18017662,18.28086733
,,,,,,,3283,20.54,120.89,45.52,6.530793922,13.54122275,12.876028,18.1853273,11.41564179,18.74245696,21.54916781,15.16586164
,,,,,,,3284,15.09,88.76,33.43,2.577673202,4.591051954,12.17836658,9.150851017,21.57592494,21.07767138,19.92944009,9.713100899
,,,,,,,3285,10.92,64.24,24.19,11.90281893,11.21767458,6.996917317,8.944270632,6.312524728,5.483291037,14.6822722,21.55579374
,,,,,,,3286,8.22,48.35,18.21,16.00921219,3.363831076,2.136914965,4.284982203,3.890823554,21.19871382,4.558998053,2.365100522
,,,,,,,3287,4.87,28.67,10.8,0.957352227,7.619216894,6.204720112,11.14684617,21.79229395,16.7632461,8.591024121,13.88753693
,,,,,,,3288,2.76,16.23,6.11,13.35101712,6.093611478,13.59628968,15.05957884,18.85964083,2.904025484,7.685217356,7.406489402
,,,,,,,3289,1.86,10.95,4.12,20.38113161,10.06436822,19.36360315,11.07436948,6.941565858,0.340343852,22.70139848,12.89024828
,,,,,,,3290,1.36,8.03,3.02,8.29026854,0.820977131,22.39380871,5.431651625,0.335652436,11.30786696,14.69577624,21.91626475
,,,,,,,3291,1.92,11.31,4.26,16.54776074,17.22506455,12.43850788,16.02210346,11.61917475,7.799652938,6.312231252,12.33349268
,,,,,,,3292,4.46,26.27,9.89,9.327952863,22.33011924,4.668599201,6.44542525,8.132826534,17.3417917,0.933135656,6.912816793
,,,,,,,3293,9.61,56.55,21.3,9.317797017,19.8883536,22.54993829,6.563717356,8.855051429,10.20954001,20.58754062,5.357888783
,,,,,,,3294,15.44,90.85,34.21,11.46748404,6.115982071,15.56348813,4.167848924,17.58195875,20.78736942,6.163303847,5.359651759
,,,,,,,3295,19.1,112.37,42.32,10.41842791,19.71644481,18.13585609,20.1734932,13.16964956,1.03045557,2.636881308,9.645242837
,,,,,,,3296,21.89,128.79,48.5,21.60625195,12.00002995,7.869515899,0.571201758,8.013079004,10.17974191,7.583583411,3.722553918
,,,,,,,3297,23.07,135.72,51.11,22.07393331,11.94280202,6.132193962,18.74431211,11.74662899,18.28159677,20.20275701,6.544994452
,,,,,,,3298,22.07,129.89,48.91,22.57514344,14.67209447,21.85731022,13.58709621,11.93752594,9.93979108,0.932738303,11.59416652
,,,,,,,3299,21.95,129.16,48.64,2.654442594,13.38631997,18.64004246,15.67779887,21.54197727,1.120168324,9.157016935,13.62539719
,,,,,,,3300,22.76,133.9,50.42,7.827166865,10.831229,15.1485053,15.24131754,12.75160263,18.72669484,12.07858919,8.511035641
,,,,,,,3301,24.18,142.29,53.58,19.20932766,10.02729756,10.5724374,9.324679152,2.867314599,3.547416293,3.987089015,19.6442441
,,,,,,,3302,25.11,147.76,55.65,10.00170011,7.194537467,17.00404138,4.427760464,20.48359679,12.07916375,16.08260071,16.06298597
,,,,,,,3303,27.16,159.8,60.18,1.767374388,21.37500767,7.978952952,21.8773927,9.419560864,22.37410952,1.591399428,15.7088635
,,,,,,,3304,28.83,169.65,63.89,22.9323245,9.364005352,7.767549067,6.388968321,3.541531192,12.23682777,3.873905754,21.53726972
,,,,,,,3305,28.03,164.91,62.1,4.299991699,14.05293416,7.509756803,11.03364669,14.89022264,3.815791138,3.257117178,20.82364681
,,,,,,,3306,26.35,155.06,58.39,18.43601633,7.44336664,13.70245565,19.18455022,14.54873842,7.495380085,17.67691481,20.59250463
,,,,,,,3307,21.7,127.7,48.09,20.80530863,17.41254592,21.56921157,17.47034619,12.61346965,17.78646354,1.612617992,18.2074236
,,,,,,,3308,15.94,93.77,35.31,1.769861468,2.983673024,7.22521368,17.84174716,11.51272209,7.256640044,5.888983844,16.64083593
,,,,,,,3309,11.53,67.86,25.56,3.867758801,11.51873608,1.705828192,18.13613929,13.53513381,14.08715145,9.791008406,18.29348473
,,,,,,,3310,8.68,51.08,19.24,13.84951507,14.55440302,20.81308868,22.39367329,7.683150017,5.89136526,4.736646995,2.406216524
,,,,,,,3311,5.15,30.28,11.4,4.522914061,13.03233775,5.301260365,15.41092418,8.494512909,6.090906132,3.003777247,20.41542731
,,,,,,,3312,2.91,17.15,6.46,20.05082732,7.779108982,7.454392452,15.86054996,6.348068241,11.74108981,21.57281145,1.948044082
,,,,,,,3313,2.86,16.85,6.35,2.377784247,20.70660352,14.27400114,12.12910826,1.153195762,14.24076546,9.825485219,13.85264468
,,,,,,,3314,2.02,11.89,4.48,1.878901757,15.22078872,1.487422361,13.13507968,12.43696749,9.198099004,1.396753902,3.659928942
,,,,,,,3315,1.96,11.51,4.34,11.68783928,21.83064261,2.46324587,0.238460815,17.63274814,22.00171777,1.92184858,22.97612561
,,,,,,,3316,2.74,16.15,6.08,7.379077555,19.91990567,10.98894238,3.489644225,2.17683647,3.611518659,12.16194823,18.63173269
,,,,,,,3317,5.09,29.95,11.28,7.156264721,4.752071271,18.88970366,13.05040201,4.940468974,21.77774013,8.309995125,13.1101288
,,,,,,,3318,8.36,49.18,18.52,5.542209565,18.10032507,18.26263074,11.60058681,10.66590256,17.83663197,18.32075035,18.87883973
,,,,,,,3319,12.69,74.67,28.12,8.924087821,12.46061833,21.51636587,11.83579763,9.694396356,18.58205873,22.21291278,4.858784739
,,,,,,,3320,17.24,101.41,38.19,8.5036234,21.20238341,10.20224984,14.91977347,18.36763881,19.96524238,2.826528433,15.6377251
,,,,,,,3321,21.85,128.57,48.42,18.89244657,18.53246255,1.697514101,18.97266511,14.95445978,22.79092525,1.267818538,20.88784576
,,,,,,,3322,24.2,142.38,53.62,15.99444434,3.86006938,17.96562426,0.238270849,13.51615307,9.262357388,17.49583734,5.54111894
,,,,,,,3323,24.98,147.01,55.36,11.69542944,9.546301434,5.936872599,10.02888946,20.26587957,10.12464602,0.255951246,11.11889654
,,,,,,,3324,26.13,153.73,57.89,22.56961086,0.783961868,5.028098586,20.56572419,16.16107693,17.28043622,15.40679275,9.234215187
,,,,,,,3325,27.76,163.36,61.52,18.26264118,11.88217291,14.55416538,1.234585026,22.88030041,8.969737271,1.521725621,20.91128548
,,,,,,,3326,28.98,170.5,64.21,16.01600777,2.504692443,17.19832338,16.429175,20.34221141,0.436784248,4.474232817,9.476142529
,,,,,,,3327,30.4,178.88,67.36,13.06822346,9.037675332,19.37118908,17.22204726,2.253296302,22.37091926,11.9322871,14.38382681
,,,,,,,3328,31.19,183.51,69.11,16.10074206,21.57610252,16.92664382,2.200643737,15.87849849,3.2660715,12.53708282,10.69933456
,,,,,,,3329,29.64,174.38,65.67,10.57790216,14.65579856,21.57260085,20.23981678,7.84192278,19.64037841,3.725562741,3.641335343
,,,,,,,3330,26.81,157.73,59.4,4.514960366,7.329445942,1.407978611,12.35433468,2.361475705,9.190308577,4.041631771,4.357980076
,,,,,,,3331,22.28,131.07,49.36,20.67182825,14.82652926,10.50072277,2.993171444,1.757915128,8.364730318,16.02129733,11.44956842
,,,,,,,3332,17.32,101.91,38.38,11.34600528,11.33381477,0.233969397,2.846424083,6.943222095,0.605784916,2.393900505,3.97041479
,,,,,,,3333,13.22,77.76,29.28,17.95326995,6.893670297,21.71799722,18.34413318,21.35753867,17.89567453,17.69530771,18.22585781
,,,,,,,3334,10.32,60.7,22.86,11.18635828,20.4086486,18.37678077,5.186436305,12.01461751,22.46406257,13.15951566,13.77148424
,,,,,,,3335,7.2,42.38,15.96,14.89868286,5.412479408,15.61831108,10.70784525,11.56816155,16.55928969,20.11818572,19.66544751
,,,,,,,3336,4.66,27.41,10.32,3.000934888,6.703763504,19.3781536,4.201135786,9.280316363,7.960330518,12.8488868,14.55513243
,,,,,,,3337,2.88,16.96,6.39,10.50211247,8.348156883,14.31755872,18.57774606,10.90722477,16.54458515,16.44854394,15.63486626
,,,,,,,3338,3.71,21.82,8.22,7.723637292,18.83140857,15.05336088,2.408835565,1.7145841,6.351707276,16.34082154,22.00428995
,,,,,,,3339,1.36,7.99,3.01,22.79330591,5.06077941,20.26260126,16.8046975,18.28746451,1.113361928,21.12989703,21.30022396
,,,,,,,3340,2.12,12.48,4.7,16.72400398,21.70774081,13.47873956,3.292468544,0.41968432,22.84274549,22.79543678,8.621719516
,,,,,,,3341,3.96,23.31,8.78,21.37424067,0.725159474,8.298594972,19.60925692,1.369852639,16.97771383,8.682644794,14.70692078
,,,,,,,3342,6.5,38.25,14.4,0.826357573,2.012710013,22.8339695,11.52071099,2.533041289,7.760344488,5.55888458,17.34242148
,,,,,,,3343,9.93,58.42,22,11.12043919,7.332531291,5.288502826,2.381689766,4.992446301,18.3274625,3.888524173,3.843694825
,,,,,,,3344,14.06,82.7,31.15,11.90549268,3.087172422,20.52940439,16.41973578,19.55159244,8.98251346,0.596628184,5.088688899
,,,,,,,3345,18.37,108.1,40.71,15.94307619,9.395661417,0.541256495,17.63887576,7.384872314,6.068791088,2.065327705,21.66054975
,,,,,,,3346,23.64,139.11,52.39,6.39187231,16.40123007,14.25468321,2.16409377,21.21816539,19.0226231,11.73454555,2.01384237
,,,,,,,3347,27.01,158.91,59.84,10.685828,18.46269612,21.09316677,15.96497031,8.132782263,21.27340994,2.161688473,17.64637772
,,,,,,,3348,27.7,163.02,61.39,12.80704795,15.34724117,22.00072356,20.27342881,15.31595329,13.10543863,7.3926198,1.589351583
,,,,,,,3349,27.58,162.27,61.11,6.234839444,17.15443805,12.3987679,19.52662067,22.90641104,8.754668596,16.08920331,11.80696517
,,,,,,,3350,26.75,157.41,59.28,0.939451252,7.974293647,14.54585951,4.032981966,22.70310148,5.453184227,8.897514962,7.899296557
,,,,,,,3351,26.18,154.05,58.01,20.22507514,5.938253701,10.09343689,14.08892872,1.519107486,0.088034994,13.77437154,19.41348285
,,,,,,,3352,25.04,147.33,55.48,14.08726406,3.438507275,8.988059213,0.926207442,10.6525515,14.86247064,11.00891039,16.73452566
,,,,,,,3353,23.83,140.23,52.81,19.33707356,0.213279553,6.50821849,7.574952376,4.115413197,8.974935618,7.97519932,7.745669568
,,,,,,,3354,21.36,125.66,47.32,0.686226431,19.32382612,0.427891239,1.857685945,17.98332615,19.46697709,7.724548361,0.799807944
,,,,,,,3355,18.37,108.1,40.71,4.714841928,19.9561982,9.840777439,12.19299282,6.926628922,19.39601145,1.453713114,21.86593734
,,,,,,,3356,14.69,86.44,32.55,12.68674357,6.082999463,7.726202128,0.924948144,12.8718286,18.25102193,17.5599605,16.93616614
,,,,,,,3357,11.71,68.88,25.94,0.70116505,13.71989185,11.11707551,3.685922654,13.74288737,11.64698387,20.21605247,0.911034741
,,,,,,,3358,9.1,53.57,20.17,7.872412095,6.499818493,5.049597904,16.39422605,11.87411135,22.70647664,5.300707822,11.6226653
,,,,,,,3359,6.56,38.62,14.55,16.52178048,7.326065997,11.61154684,21.28702758,6.368195594,13.55164027,3.438606126,3.792319336
,,,,,,,3360,4.47,26.3,9.9,6.433284647,11.48353725,17.51390706,16.4545519,21.98036539,21.01638636,16.85542228,18.94621682
,,,,,,,3361,1.62,9.51,3.58,5.002508458,1.598774165,10.17318253,11.37962943,19.92390012,18.65405776,19.48611041,14.22025978
,,,,,,,3362,1.22,7.17,2.7,7.881408053,19.99580072,8.197395798,17.59155702,4.551955824,11.753824,8.216216967,10.40373364
,,,,,,,3363,1.75,10.29,3.88,10.19057223,11.0483289,17.27283658,8.284585939,4.066386857,5.876745267,15.22923234,20.22056433
,,,,,,,3364,4,23.55,8.87,4.137523927,21.45437543,10.66187465,17.14198935,7.294082451,18.83888002,17.29957367,11.15563126
,,,,,,,3365,8.24,48.5,18.27,18.41409149,14.90225679,18.23409443,12.31261192,13.15818603,8.048739716,11.18780927,2.688525927
,,,,,,,3366,13.41,78.92,29.72,11.07247374,11.8247195,17.24210729,17.85059134,18.8695596,7.980490235,15.62969486,18.14217804
,,,,,,,3367,16.79,98.8,37.21,2.768782247,10.9303583,11.52569259,7.700436292,10.60243567,8.866962164,16.75839736,12.05128936
,,,,,,,3368,19.24,113.23,42.64,4.424166884,21.43424535,16.47022533,2.85987945,12.73979768,16.78339386,2.094304918,20.36149604
,,,,,,,3369,20.24,119.08,44.84,14.75104305,5.489855059,11.40963095,4.478950357,20.47018098,1.822496005,16.28297501,11.33734176
,,,,,,,3370,21.43,126.1,47.49,18.30721038,19.81160014,11.80775706,3.982857707,3.122361527,2.170519317,16.40638176,14.74286361
,,,,,,,3371,25.41,149.49,56.3,7.247450563,11.40627705,18.34487341,18.30970263,2.688552444,6.762020092,10.67923738,6.12721213
,,,,,,,3372,27.06,159.24,59.97,10.82033849,7.849964184,16.52480218,4.16941622,16.16631274,22.03373052,8.417801161,21.54535107
,,,,,,,3373,27.86,163.92,61.73,8.528757161,8.028229733,3.03932187,17.27789554,20.85159928,14.50218921,9.305446021,19.36912094
,,,,,,,3374,27.33,160.8,60.55,11.07863067,0.214851202,15.28155371,15.48189576,7.534210184,17.91658666,1.998631481,19.76186559
,,,,,,,3375,27.06,159.24,59.97,14.91145977,7.098560832,7.846671461,3.81463981,13.63552784,11.3336007,4.364903741,17.24517307
,,,,,,,3376,25.94,152.61,57.47,13.91823482,17.57212619,19.54622444,4.313064644,18.28404383,7.106467475,10.73254142,0.826642709
,,,,,,,3377,24.61,144.81,54.53,6.843217436,8.198570052,15.87529599,7.107092683,8.65458431,21.34792272,5.261792341,13.241983
,,,,,,,3378,21.76,128.04,48.22,1.941645719,14.78120054,5.903780445,20.00732406,13.85509333,9.295243255,5.341950154,6.563309234
,,,,,,,3379,18.12,106.6,40.14,4.905695615,8.284077211,14.92211658,2.177011145,21.8150486,9.343705892,22.04986773,12.62965321
,,,,,,,3380,13.81,81.26,30.6,14.97868591,6.955952668,2.138114238,22.30011381,1.793629265,14.46002685,5.693169133,1.312397129
,,,,,,,3381,10.5,61.76,23.26,12.11316163,22.96535865,3.198281897,9.483891638,6.189144515,4.185650771,1.946952452,1.09069351
,,,,,,,3382,7.32,43.05,16.21,8.44786523,14.35821354,21.25713663,0.353492223,9.950144499,0.943152236,0.69871395,16.69436794
,,,,,,,3383,4.53,26.67,10.04,10.92020762,16.25305636,13.49505689,1.422083014,10.10152907,7.454412883,5.498359299,13.9084117
,,,,,,,3384,2.68,15.75,5.93,13.51887524,10.08328738,1.074755711,13.88601044,5.691273689,5.466010969,22.30675879,20.30332841
,,,,,,,3385,2.49,14.67,5.53,21.33524052,14.83712061,20.30743331,19.69889151,11.08351435,14.64568659,19.53486724,12.56337754
,,,,,,,3386,1.8,10.6,3.99,4.282834613,2.582364915,11.49328004,19.09926368,0.172984026,3.565491514,19.86858164,5.731352105
,,,,,,,3387,1.66,9.78,3.68,10.00210772,21.88876162,14.40879462,2.773419801,5.762411405,1.549461326,9.914718585,8.903887803
,,,,,,,3388,2.46,14.47,5.45,20.92673483,16.14819369,4.534594502,3.684482503,1.176653142,17.42530748,11.4945142,10.21890299
,,,,,,,3389,4.43,26.09,9.82,3.147538084,21.2266634,15.38118979,4.16965464,13.26932069,3.330227905,5.927735598,5.872801805
,,,,,,,3390,7.27,42.8,16.12,0.888307208,22.20091909,20.77655931,1.740415148,2.961548956,14.80940979,8.697553815,15.72892039
,,,,,,,3391,10.98,64.61,24.33,2.034655455,5.799765044,14.55789238,21.4421133,10.29229988,0.098156003,7.231330314,1.142612095
,,,,,,,3392,15,88.25,33.23,11.20073155,19.07984412,12.70768804,14.6894027,4.546193856,17.85237291,16.59702298,14.57930052
,,,,,,,3393,18.95,111.48,41.98,18.9763649,18.49619794,22.35705697,22.88191031,5.252023418,16.40725792,15.53099584,3.488789614
,,,,,,,3394,21.02,123.71,46.59,19.85559177,16.14062537,10.67410518,8.264490558,11.19495084,8.907587564,11.21534395,14.07345729
,,,,,,,3395,21.68,127.58,48.05,14.8697766,16.02253925,14.35123005,22.14161048,3.766108534,8.38542402,4.741197387,14.43781919
,,,,,,,3396,22.62,133.08,50.12,15.80729366,5.920556756,10.7489343,3.066718284,22.18055358,7.735628918,22.01815148,17.61959607
