Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,2652,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,2653,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,2654,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,2655,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,2656,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,2657,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,2658,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,2659,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,2660,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,2661,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,2662,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,2663,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,2664,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,2665,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,2666,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,2667,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,2668,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,2669,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,2670,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,2671,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,2672,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,2673,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,2674,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,2675,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,2676,27.7,163.02,61.39,126.45,43.16,91.89,0
,,,,,,,2677,27.58,162.27,61.11,125.88,42.97,91.47,0
,,,,,,,2678,26.75,157.41,59.28,122.11,41.68,88.73,0
,,,,,,,2679,26.18,154.05,58.01,119.5,40.79,86.84,0
,,,,,,,2680,25.04,147.33,55.48,114.28,39.01,83.05,0
,,,,,,,2681,23.83,140.23,52.81,108.78,37.13,79.05,0
,,,,,,,2682,21.36,125.66,47.32,97.48,33.27,70.83,0
,,,,,,,2683,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,2684,14.69,86.44,32.55,67.05,22.89,48.73,0
,,,,,,,2685,11.71,68.88,25.94,53.43,18.24,38.83,0
,,,,,,,2686,9.1,53.57,20.17,41.55,14.18,30.2,0
,,,,,,,2687,6.56,38.62,14.55,29.96,10.23,21.77,0
,,,,,,,2688,4.47,26.3,9.9,20.4,6.96,14.82,0
,,,,,,,2689,1.62,9.51,3.58,7.38,2.52,5.36,0
,,,,,,,2690,1.22,7.17,2.7,5.57,1.9,4.04,0
,,,,,,,2691,1.75,10.29,3.88,7.98,2.73,5.8,0
,,,,,,,2692,4,23.55,8.87,18.27,6.24,13.28,0
,,,,,,,2693,8.24,48.5,18.27,37.63,12.84,27.34,0
,,,,,,,2694,13.41,78.92,29.72,61.22,20.9,44.49,0
,,,,,,,2695,16.79,98.8,37.21,76.64,26.16,55.69,0
,,,,,,,2696,19.24,113.23,42.64,87.83,29.98,63.83,0
,,,,,,,2697,20.24,119.08,44.84,92.37,31.53,67.12,0
,,,,,,,2698,21.43,126.1,47.49,97.82,33.39,71.08,0
,,,,,,,2699,25.41,149.49,56.3,115.96,39.58,84.27,0
,,,,,,,2700,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,2701,27.86,163.92,61.73,127.15,43.4,92.4,0
,,,,,,,2702,27.33,160.8,60.55,124.73,42.58,90.64,0
,,,,,,,2703,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,2704,25.94,152.61,57.47,118.38,40.41,86.03,0
,,,,,,,2705,24.61,144.81,54.53,112.33,38.34,81.63,0
,,,,,,,2706,21.76,128.04,48.22,99.33,33.9,72.18,0
,,,,,,,2707,18.12,106.6,40.14,82.69,28.23,60.09,0
,,,,,,,2708,13.81,81.26,30.6,63.03,21.52,45.8,0
,,,,,,,2709,10.5,61.76,23.26,47.91,16.35,34.81,0
,,,,,,,2710,7.32,43.05,16.21,33.39,11.4,24.26,0
,,,,,,,2711,4.53,26.67,10.04,20.69,7.06,15.03,0
,,,,,,,2712,2.68,15.75,5.93,12.22,4.17,8.88,0
,,,,,,,2713,2.49,14.67,5.53,11.38,3.89,8.27,0
,,,,,,,2714,1.8,10.6,3.99,8.22,2.81,5.97,0
,,,,,,,2715,1.66,9.78,3.68,7.59,2.59,5.51,0
,,,,,,,2716,2.46,14.47,5.45,11.22,3.83,8.16,0
,,,,,,,2717,4.43,26.09,9.82,20.24,6.91,14.71,0
,,,,,,,2718,7.27,42.8,16.12,33.2,11.33,24.13,0
,,,,,,,2719,10.98,64.61,24.33,50.12,17.11,36.42,0
,,,,,,,2720,15,88.25,33.23,68.46,23.37,49.74,0
,,,,,,,2721,18.95,111.48,41.98,86.48,29.52,62.84,0
,,,,,,,2722,21.02,123.71,46.59,95.96,32.76,69.73,0
,,,,,,,2723,21.68,127.58,48.05,98.97,33.78,71.92,0
,,,,,,,2724,22.62,133.08,50.12,103.24,35.24,75.02,0
,,,,,,,2725,24.07,141.64,53.34,109.88,37.51,79.84,0
,,,,,,,2726,25.15,147.96,55.72,114.78,39.18,83.41,0
,,,,,,,2727,26.32,154.89,58.33,120.15,41.01,87.31,0
,,,,,,,2728,26.98,158.76,59.79,123.16,42.04,89.49,0
,,,,,,,2729,25.67,151.02,56.87,117.15,39.99,85.13,0
,,,,,,,2730,23.24,136.75,51.5,106.08,36.21,77.09,0
,,,,,,,2731,19.29,113.52,42.75,88.06,30.06,63.99,0
,,,,,,,2732,14.93,87.84,33.08,68.14,23.26,49.51,0
,,,,,,,2733,11.4,67.05,25.25,52.01,17.75,37.8,0
,,,,,,,2734,8.83,51.97,19.57,40.31,13.76,29.3,0
,,,,,,,2735,6.2,36.48,13.74,28.3,9.66,20.56,0
,,,,,,,2736,3.95,23.23,8.75,18.02,6.15,13.1,0
,,,,,,,2737,1.69,9.92,3.74,7.7,2.63,5.59,0
,,,,,,,2738,1.24,7.28,2.74,5.65,1.93,4.1,0
,,,,,,,2739,1.74,10.25,3.86,7.95,2.72,5.78,0
,,,,,,,2740,4.05,23.82,8.97,18.48,6.31,13.43,0
,,,,,,,2741,8.71,51.27,19.31,39.77,13.58,28.9,0
,,,,,,,2742,14,82.37,31.02,63.89,21.81,46.43,0
,,,,,,,2743,17.32,101.88,38.37,79.03,26.98,57.43,0
,,,,,,,2744,19.85,116.77,43.97,90.58,30.92,65.82,0
,,,,,,,2745,20.91,123.06,46.34,95.46,32.58,69.37,0
,,,,,,,2746,20.01,117.76,44.35,91.35,31.18,66.38,0
,,,,,,,2747,19.9,117.1,44.1,90.84,31.01,66.01,0
,,,,,,,2748,20.63,121.4,45.72,94.17,32.15,68.43,0
,,,,,,,2749,21.93,129.01,48.58,100.08,34.16,72.72,0
,,,,,,,2750,22.77,133.97,50.45,103.93,35.47,75.52,0
,,,,,,,2751,24.62,144.89,54.56,112.39,38.36,81.67,0
,,,,,,,2752,26.14,153.82,57.93,119.32,40.73,86.71,0
,,,,,,,2753,25.41,149.52,56.31,115.99,39.59,84.28,0
,,,,,,,2754,23.89,140.59,52.94,109.06,37.23,79.25,0
,,,,,,,2755,19.68,115.78,43.6,89.81,30.66,65.26,0
,,,,,,,2756,14.45,85.01,32.02,65.95,22.51,47.92,0
,,,,,,,2757,10.46,61.53,23.17,47.73,16.29,34.68,0
,,,,,,,2758,7.87,46.31,17.44,35.92,12.26,26.11,0
,,,,,,,2759,4.67,27.46,10.34,21.3,7.27,15.48,0
,,,,,,,2760,2.64,15.55,5.85,12.06,4.12,8.76,0
,,,,,,,2761,1.76,10.36,3.9,8.04,2.74,5.84,0
,,,,,,,2762,1.29,7.6,2.86,5.89,2.01,4.28,0
,,,,,,,2763,1.82,10.71,4.03,8.31,2.84,6.04,0
,,,,,,,2764,4.23,24.87,9.36,19.29,6.58,14.02,0
,,,,,,,2765,9.1,53.54,20.16,41.53,14.18,30.18,0
,,,,,,,2766,14.62,86,32.39,66.71,22.77,48.48,0
,,,,,,,2767,18.08,106.38,40.06,82.52,28.17,59.97,0
,,,,,,,2768,20.72,121.92,45.91,94.58,32.28,68.73,0
,,,,,,,2769,21.84,128.48,48.39,99.67,34.02,72.43,0
,,,,,,,2770,20.9,122.96,46.3,95.38,32.56,69.31,0
,,,,,,,2771,20.78,122.27,46.04,94.85,32.37,68.92,0
,,,,,,,2772,21.54,126.76,47.74,98.33,33.56,71.45,0
,,,,,,,2773,22.89,134.7,50.73,104.49,35.67,75.93,0
,,,,,,,2774,23.77,139.88,52.68,108.51,37.04,78.85,0
,,,,,,,2775,25.71,151.28,56.97,117.35,40.06,85.28,0
,,,,,,,2776,27.3,160.61,60.48,124.59,42.53,90.53,0
,,,,,,,2777,26.53,156.12,58.79,121.1,41.34,88,0
,,,,,,,2778,24.95,146.79,55.28,113.87,38.87,82.75,0
,,,,,,,2779,20.54,120.89,45.52,93.77,32.01,68.14,0
,,,,,,,2780,15.09,88.76,33.43,68.86,23.5,50.04,0
,,,,,,,2781,10.92,64.24,24.19,49.83,17.01,36.21,0
,,,,,,,2782,8.22,48.35,18.21,37.51,12.8,27.26,0
,,,,,,,2783,4.87,28.67,10.8,22.24,7.59,16.16,0
,,,,,,,2784,2.76,16.23,6.11,12.59,4.3,9.15,0
,,,,,,,2785,1.86,10.95,4.12,8.49,2.9,6.17,0
,,,,,,,2786,1.36,8.03,3.02,6.23,2.13,4.52,0
,,,,,,,2787,1.92,11.31,4.26,8.77,2.99,6.38,0
,,,,,,,2788,4.46,26.27,9.89,20.38,6.96,14.81,0
,,,,,,,2789,9.61,56.55,21.3,43.87,14.97,31.88,0
,,,,,,,2790,15.44,90.85,34.21,70.47,24.06,51.21,0
,,,,,,,2791,19.1,112.37,42.32,87.17,29.75,63.34,0
,,,,,,,2792,21.89,128.79,48.5,99.91,34.1,72.6,0
,,,,,,,2793,23.07,135.72,51.11,105.28,35.94,76.51,0
,,,,,,,2794,22.07,129.89,48.91,100.76,34.39,73.22,0
,,,,,,,2795,21.95,129.16,48.64,100.19,34.2,72.8,0
,,,,,,,2796,22.76,133.9,50.42,103.87,35.45,75.48,0
,,,,,,,2797,24.18,142.29,53.58,110.38,37.68,80.21,0
,,,,,,,2798,25.11,147.76,55.65,114.62,39.13,83.29,0
,,,,,,,2799,27.16,159.8,60.18,123.96,42.31,90.08,0
,,,,,,,2800,28.83,169.65,63.89,131.6,44.92,95.63,0
,,,,,,,2801,28.03,164.91,62.1,127.93,43.67,92.96,0
,,,,,,,2802,26.35,155.06,58.39,120.28,41.06,87.41,0
,,,,,,,2803,21.7,127.7,48.09,99.06,33.81,71.98,0
,,,,,,,2804,15.94,93.77,35.31,72.74,24.83,52.86,0
,,,,,,,2805,11.53,67.86,25.56,52.64,17.97,38.25,0
,,,,,,,2806,8.68,51.08,19.24,39.62,13.52,28.79,0
,,,,,,,2807,5.15,30.28,11.4,23.49,8.02,17.07,0
,,,,,,,2808,2.91,17.15,6.46,13.3,4.54,9.67,0
,,,,,,,2809,2.86,16.85,6.35,13.07,4.46,9.5,0
,,,,,,,2810,2.02,11.89,4.48,9.22,3.15,6.7,0
,,,,,,,2811,1.96,11.51,4.34,8.93,3.05,6.49,0
,,,,,,,2812,2.74,16.15,6.08,12.52,4.27,9.1,0
,,,,,,,2813,5.09,29.95,11.28,23.24,7.93,16.88,0
,,,,,,,2814,8.36,49.18,18.52,38.15,13.02,27.73,0
,,,,,,,2815,12.69,74.67,28.12,57.93,19.77,42.09,0
,,,,,,,2816,17.24,101.41,38.19,78.67,26.85,57.17,0
,,,,,,,2817,21.85,128.57,48.42,99.74,34.04,72.48,0
,,,,,,,2818,24.2,142.38,53.62,110.45,37.7,80.26,0
,,,,,,,2819,24.98,147.01,55.36,114.04,38.93,82.87,0
,,,,,,,2820,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,2821,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,2822,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,2823,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,2824,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,2825,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,2826,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,2827,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,2828,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,2829,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,2830,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,2831,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,2832,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,2833,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,2834,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,2835,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,2836,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,2837,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,2838,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,2839,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,2840,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,2841,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,2842,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,2843,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,2844,27.7,163.02,61.39,126.45,43.16,91.89,0
,,,,,,,2845,27.58,162.27,61.11,125.88,42.97,91.47,0
,,,,,,,2846,26.75,157.41,59.28,122.11,41.68,88.73,0
,,,,,,,2847,26.18,154.05,58.01,119.5,40.79,86.84,0
,,,,,,,2848,25.04,147.33,55.48,114.28,39.01,83.05,0
,,,,,,,2849,23.83,140.23,52.81,108.78,37.13,79.05,0
,,,,,,,2850,21.36,125.66,47.32,97.48,33.27,70.83,0
,,,,,,,2851,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,2852,14.69,86.44,32.55,67.05,22.89,48.73,0
,,,,,,,2853,11.71,68.88,25.94,53.43,18.24,38.83,0
,,,,,,,2854,9.1,53.57,20.17,41.55,14.18,30.2,0
,,,,,,,2855,6.56,38.62,14.55,29.96,10.23,21.77,0
,,,,,,,2856,4.47,26.3,9.9,20.4,6.96,14.82,0
,,,,,,,2857,1.62,9.51,3.58,7.38,2.52,5.36,0
,,,,,,,2858,1.22,7.17,2.7,5.57,1.9,4.04,0
,,,,,,,2859,1.75,10.29,3.88,7.98,2.73,5.8,0
,,,,,,,2860,4,23.55,8.87,18.27,6.24,13.28,0
,,,,,,,2861,8.24,48.5,18.27,37.63,12.84,27.34,0
,,,,,,,2862,13.41,78.92,29.72,61.22,20.9,44.49,0
,,,,,,,2863,16.79,98.8,37.21,76.64,26.16,55.69,0
,,,,,,,2864,19.24,113.23,42.64,87.83,29.98,63.83,0
,,,,,,,2865,20.24,119.08,44.84,92.37,31.53,67.12,0
,,,,,,,2866,21.43,126.1,47.49,97.82,33.39,71.08,0
,,,,,,,2867,25.41,149.49,56.3,115.96,39.58,84.27,0
,,,,,,,2868,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,2869,27.86,163.92,61.73,127.15,43.4,92.4,0
,,,,,,,2870,27.33,160.8,60.55,124.73,42.58,90.64,0
,,,,,,,2871,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,2872,25.94,152.61,57.47,118.38,40.41,86.03,0
,,,,,,,2873,24.61,144.81,54.53,112.33,38.34,81.63,0
,,,,,,,2874,21.76,128.04,48.22,99.33,33.9,72.18,0
,,,,,,,2875,18.12,106.6,40.14,82.69,28.23,60.09,0
,,,,,,,2876,13.81,81.26,30.6,63.03,21.52,45.8,0
,,,,,,,2877,10.5,61.76,23.26,47.91,16.35,34.81,0
,,,,,,,2878,7.32,43.05,16.21,33.39,11.4,24.26,0
,,,,,,,2879,4.53,26.67,10.04,20.69,7.06,15.03,0
,,,,,,,2880,2.68,15.75,5.93,12.22,4.17,8.88,0
,,,,,,,2881,2.49,14.67,5.53,11.38,3.89,8.27,0
,,,,,,,2882,1.8,10.6,3.99,8.22,2.81,5.97,0
,,,,,,,2883,1.66,9.78,3.68,7.59,2.59,5.51,0
,,,,,,,2884,2.46,14.47,5.45,11.22,3.83,8.16,0
,,,,,,,2885,4.43,26.09,9.82,20.24,6.91,14.71,0
,,,,,,,2886,7.27,42.8,16.12,33.2,11.33,24.13,0
,,,,,,,2887,10.98,64.61,24.33,50.12,17.11,36.42,0
,,,,,,,2888,15,88.25,33.23,68.46,23.37,49.74,0
,,,,,,,2889,18.95,111.48,41.98,86.48,29.52,62.84,0
,,,,,,,2890,21.02,123.71,46.59,95.96,32.76,69.73,0
,,,,,,,2891,21.68,127.58,48.05,98.97,33.78,71.92,0
,,,,,,,2892,22.62,133.08,50.12,103.24,35.24,75.02,0
,,,,,,,2893,24.07,141.64,53.34,109.88,37.51,79.84,0
,,,,,,,2894,25.15,147.96,55.72,114.78,39.18,83.41,0
,,,,,,,2895,26.32,154.89,58.33,120.15,41.01,87.31,0
,,,,,,,2896,26.98,158.76,59.79,123.16,42.04,89.49,0
,,,,,,,2897,25.67,151.02,56.87,117.15,39.99,85.13,0
,,,,,,,2898,23.24,136.75,51.5,106.08,36.21,77.09,0
,,,,,,,2899,19.29,113.52,42.75,88.06,30.06,63.99,0
,,,,,,,2900,14.93,87.84,33.08,68.14,23.26,49.51,0
,,,,,,,2901,11.4,67.05,25.25,52.01,17.75,37.8,0
,,,,,,,2902,8.83,51.97,19.57,40.31,13.76,29.3,0
,,,,,,,2903,6.2,36.48,13.74,28.3,9.66,20.56,0
,,,,,,,2904,3.95,23.23,8.75,18.02,6.15,13.1,0
,,,,,,,2905,1.69,9.92,3.74,7.7,2.63,5.59,0
,,,,,,,2906,1.24,7.28,2.74,5.65,1.93,4.1,0
,,,,,,,2907,1.74,10.25,3.86,7.95,2.72,5.78,0
,,,,,,,2908,4.05,23.82,8.97,18.48,6.31,13.43,0
,,,,,,,2909,8.71,51.27,19.31,39.77,13.58,28.9,0
,,,,,,,2910,14,82.37,31.02,63.89,21.81,46.43,0
,,,,,,,2911,17.32,101.88,38.37,79.03,26.98,57.43,0
,,,,,,,2912,19.85,116.77,43.97,90.58,30.92,65.82,0
,,,,,,,2913,20.91,123.06,46.34,95.46,32.58,69.37,0
,,,,,,,2914,20.01,117.76,44.35,91.35,31.18,66.38,0
,,,,,,,2915,19.9,117.1,44.1,90.84,31.01,66.01,0
,,,,,,,2916,20.63,121.4,45.72,94.17,32.15,68.43,0
,,,,,,,2917,21.93,129.01,48.58,100.08,34.16,72.72,0
,,,,,,,2918,22.77,133.97,50.45,103.93,35.47,75.52,0
,,,,,,,2919,24.62,144.89,54.56,112.39,38.36,81.67,0
,,,,,,,2920,26.14,153.82,57.93,119.32,40.73,86.71,0
,,,,,,,2921,25.41,149.52,56.31,115.99,39.59,84.28,0
,,,,,,,2922,23.89,140.59,52.94,109.06,37.23,79.25,0
,,,,,,,2923,19.68,115.78,43.6,89.81,30.66,65.26,0
,,,,,,,2924,14.45,85.01,32.02,65.95,22.51,47.92,0
,,,,,,,2925,10.46,61.53,23.17,47.73,16.29,34.68,0
,,,,,,,2926,7.87,46.31,17.44,35.92,12.26,26.11,0
,,,,,,,2927,4.67,27.46,10.34,21.3,7.27,15.48,0
,,,,,,,2928,2.64,15.55,5.85,12.06,4.12,8.76,0
,,,,,,,2929,1.76,10.36,3.9,8.04,2.74,5.84,0
,,,,,,,2930,1.29,7.6,2.86,5.89,2.01,4.28,0
,,,,,,,2931,1.82,10.71,4.03,8.31,2.84,6.04,0
,,,,,,,2932,4.23,24.87,9.36,19.29,6.58,14.02,0
,,,,,,,2933,9.1,53.54,20.16,41.53,14.18,30.18,0
,,,,,,,2934,14.62,86,32.39,66.71,22.77,48.48,0
,,,,,,,2935,18.08,106.38,40.06,82.52,28.17,59.97,0
,,,,,,,2936,20.72,121.92,45.91,94.58,32.28,68.73,0
,,,,,,,2937,21.84,128.48,48.39,99.67,34.02,72.43,0
,,,,,,,2938,20.9,122.96,46.3,95.38,32.56,69.31,0
,,,,,,,2939,20.78,122.27,46.04,94.85,32.37,68.92,0
,,,,,,,2940,21.54,126.76,47.74,98.33,33.56,71.45,0
,,,,,,,2941,22.89,134.7,50.73,104.49,35.67,75.93,0
,,,,,,,2942,23.77,139.88,52.68,108.51,37.04,78.85,0
,,,,,,,2943,25.71,151.28,56.97,117.35,40.06,85.28,0
,,,,,,,2944,27.3,160.61,60.48,124.59,42.53,90.53,0
,,,,,,,2945,26.53,156.12,58.79,121.1,41.34,88,0
,,,,,,,2946,24.95,146.79,55.28,113.87,38.87,82.75,0
,,,,,,,2947,20.54,120.89,45.52,93.77,32.01,68.14,0
,,,,,,,2948,15.09,88.76,33.43,68.86,23.5,50.04,0
,,,,,,,2949,10.92,64.24,24.19,49.83,17.01,36.21,0
,,,,,,,2950,8.22,48.35,18.21,37.51,12.8,27.26,0
,,,,,,,2951,4.87,28.67,10.8,22.24,7.59,16.16,0
,,,,,,,2952,2.76,16.23,6.11,12.59,4.3,9.15,0
,,,,,,,2953,1.86,10.95,4.12,8.49,2.9,6.17,0
,,,,,,,2954,1.36,8.03,3.02,6.23,2.13,4.52,0
,,,,,,,2955,1.92,11.31,4.26,8.77,2.99,6.38,0
,,,,,,,2956,4.46,26.27,9.89,20.38,6.96,14.81,0
,,,,,,,2957,9.61,56.55,21.3,43.87,14.97,31.88,0
,,,,,,,2958,15.44,90.85,34.21,70.47,24.06,51.21,0
,,,,,,,2959,19.1,112.37,42.32,87.17,29.75,63.34,0
,,,,,,,2960,21.89,128.79,48.5,99.91,34.1,72.6,0
,,,,,,,2961,23.07,135.72,51.11,105.28,35.94,76.51,0
,,,,,,,2962,22.07,129.89,48.91,100.76,34.39,73.22,0
,,,,,,,2963,21.95,129.16,48.64,100.19,34.2,72.8,0
,,,,,,,2964,22.76,133.9,50.42,103.87,35.45,75.48,0
,,,,,,,2965,24.18,142.29,53.58,110.38,37.68,80.21,0
,,,,,,,2966,25.11,147.76,55.65,114.62,39.13,83.29,0
,,,,,,,2967,27.16,159.8,60.18,123.96,42.31,90.08,0
,,,,,,,2968,28.83,169.65,63.89,131.6,44.92,95.63,0
,,,,,,,2969,28.03,164.91,62.1,127.93,43.67,92.96,0
,,,,,,,2970,26.35,155.06,58.39,120.28,41.06,87.41,0
,,,,,,,2971,21.7,127.7,48.09,99.06,33.81,71.98,0
,,,,,,,2972,15.94,93.77,35.31,72.74,24.83,52.86,0
,,,,,,,2973,11.53,67.86,25.56,52.64,17.97,38.25,0
,,,,,,,2974,8.68,51.08,19.24,39.62,13.52,28.79,0
,,,,,,,2975,5.15,30.28,11.4,23.49,8.02,17.07,0
,,,,,,,2976,2.91,17.15,6.46,13.3,4.54,9.67,0
,,,,,,,2977,2.86,16.85,6.35,13.07,4.46,9.5,0
,,,,,,,2978,2.02,11.89,4.48,9.22,3.15,6.7,0
,,,,,,,2979,1.96,11.51,4.34,8.93,3.05,6.49,0
,,,,,,,2980,2.74,16.15,6.08,12.52,4.27,9.1,0
,,,,,,,2981,5.09,29.95,11.28,23.24,7.93,16.88,0
,,,,,,,2982,8.36,49.18,18.52,38.15,13.02,27.73,0
,,,,,,,2983,12.69,74.67,28.12,57.93,19.77,42.09,0
,,,,,,,2984,17.24,101.41,38.19,78.67,26.85,57.17,0
,,,,,,,2985,21.85,128.57,48.42,99.74,34.04,72.48,0
,,,,,,,2986,24.2,142.38,53.62,110.45,37.7,80.26,0
,,,,,,,2987,24.98,147.01,55.36,114.04,38.93,82.87,0
,,,,,,,2988,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,2989,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,2990,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,2991,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,2992,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,2993,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,2994,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,2995,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,2996,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,2997,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,2998,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,2999,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,3000,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,3001,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,3002,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,3003,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,3004,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,3005,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,3006,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,3007,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,3008,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,3009,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,3010,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,3011,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,3012,27.7,163.02,61.39,126.45,43.16,91.89,0
,,,,,,,3013,27.58,162.27,61.11,125.88,42.97,91.47,0
,,,,,,,3014,26.75,157.41,59.28,122.11,41.68,88.73,0
,,,,,,,3015,26.18,154.05,58.01,119.5,40.79,86.84,0
,,,,,,,3016,25.04,147.33,55.48,114.28,39.01,83.05,0
,,,,,,,3017,23.83,140.23,52.81,108.78,37.13,79.05,0
,,,,,,,3018,21.36,125.66,47.32,97.48,33.27,70.83,0
,,,,,,,3019,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,3020,14.69,86.44,32.55,67.05,22.89,48.73,0
,,,,,,,3021,11.71,68.88,25.94,53.43,18.24,38.83,0
,,,,,,,3022,9.1,53.57,20.17,41.55,14.18,30.2,0
,,,,,,,3023,6.56,38.62,14.55,29.96,10.23,21.77,0
,,,,,,,3024,4.47,26.3,9.9,20.4,6.96,14.82,0
,,,,,,,3025,1.62,9.51,3.58,7.38,2.52,5.36,0
,,,,,,,3026,1.22,7.17,2.7,5.57,1.9,4.04,0
,,,,,,,3027,1.75,10.29,3.88,7.98,2.73,5.8,0
,,,,,,,3028,4,23.55,8.87,18.27,6.24,13.28,0
,,,,,,,3029,8.24,48.5,18.27,37.63,12.84,27.34,0
,,,,,,,3030,13.41,78.92,29.72,61.22,20.9,44.49,0
,,,,,,,3031,16.79,98.8,37.21,76.64,26.16,55.69,0
,,,,,,,3032,19.24,113.23,42.64,87.83,29.98,63.83,0
,,,,,,,3033,20.24,119.08,44.84,92.37,31.53,67.12,0
,,,,,,,3034,21.43,126.1,47.49,97.82,33.39,71.08,0
