Time_Index,CT_NG,ME_NG,MA_NG,CT_NG_CCS_90pct,ME_NG_CCS_90pct,MA_NG_CCS_90pct,None,MA_NG_CCS
4418,3,3,3,3,3,3,0,3
4419,3,3,3,3,3,3,0,3
4420,3,3,3,3,3,3,0,3
4421,3,3,3,3,3,3,0,3
4422,3,3,3,3,3,3,0,3
4423,3,3,3,3,3,3,0,3
4424,3,3,3,3,3,3,0,3
4425,3,3,3,3,3,3,0,3
4426,3,3,3,3,3,3,0,3
4427,3,3,3,3,3,3,0,3
4428,3,3,3,3,3,3,0,3
4429,3,3,3,3,3,3,0,3
4430,3,3,3,3,3,3,0,3
4431,3,3,3,3,3,3,0,3
4432,3,3,3,3,3,3,0,3
4433,3,3,3,3,3,3,0,3
4434,3,3,3,3,3,3,0,3
4435,3,3,3,3,3,3,0,3
4436,3,3,3,3,3,3,0,3
4437,3,3,3,3,3,3,0,3
4438,3,3,3,3,3,3,0,3
4439,3,3,3,3,3,3,0,3
4440,3,3,3,3,3,3,0,3
4441,3,3,3,3,3,3,0,3
4442,3,3,3,3,3,3,0,3
4443,3,3,3,3,3,3,0,3
4444,3,3,3,3,3,3,0,3
4445,3,3,3,3,3,3,0,3
4446,3,3,3,3,3,3,0,3
4447,3,3,3,3,3,3,0,3
4448,3,3,3,3,3,3,0,3
4449,3,3,3,3,3,3,0,3
4450,3,3,3,3,3,3,0,3
4451,3,3,3,3,3,3,0,3
4452,3,3,3,3,3,3,0,3
4453,3,3,3,3,3,3,0,3
4454,3,3,3,3,3,3,0,3
4455,3,3,3,3,3,3,0,3
4456,3,3,3,3,3,3,0,3
4457,3,3,3,3,3,3,0,3
4458,3,3,3,3,3,3,0,3
4459,3,3,3,3,3,3,0,3
4460,3,3,3,3,3,3,0,3
4461,3,3,3,3,3,3,0,3
4462,3,3,3,3,3,3,0,3
4463,3,3,3,3,3,3,0,3
4464,3,3,3,3,3,3,0,3
4465,3,3,3,3,3,3,0,3
4466,3,3,3,3,3,3,0,3
4467,3,3,3,3,3,3,0,3
4468,3,3,3,3,3,3,0,3
4469,3,3,3,3,3,3,0,3
4470,3,3,3,3,3,3,0,3
4471,3,3,3,3,3,3,0,3
4472,3,3,3,3,3,3,0,3
4473,3,3,3,3,3,3,0,3
4474,3,3,3,3,3,3,0,3
4475,3,3,3,3,3,3,0,3
4476,3,3,3,3,3,3,0,3
4477,3,3,3,3,3,3,0,3
4478,3,3,3,3,3,3,0,3
4479,3,3,3,3,3,3,0,3
4480,3,3,3,3,3,3,0,3
4481,3,3,3,3,3,3,0,3
4482,3,3,3,3,3,3,0,3
4483,3,3,3,3,3,3,0,3
4484,3,3,3,3,3,3,0,3
4485,3,3,3,3,3,3,0,3
4486,3,3,3,3,3,3,0,3
4487,3,3,3,3,3,3,0,3
4488,3,3,3,3,3,3,0,3
4489,3,3,3,3,3,3,0,3
4490,3,3,3,3,3,3,0,3
4491,3,3,3,3,3,3,0,3
4492,3,3,3,3,3,3,0,3
4493,3,3,3,3,3,3,0,3
4494,3,3,3,3,3,3,0,3
4495,3,3,3,3,3,3,0,3
4496,3,3,3,3,3,3,0,3
4497,3,3,3,3,3,3,0,3
4498,3,3,3,3,3,3,0,3
4499,3,3,3,3,3,3,0,3
4500,3,3,3,3,3,3,0,3
4501,3,3,3,3,3,3,0,3
4502,3,3,3,3,3,3,0,3
4503,3,3,3,3,3,3,0,3
4504,3,3,3,3,3,3,0,3
4505,3,3,3,3,3,3,0,3
4506,3,3,3,3,3,3,0,3
4507,3,3,3,3,3,3,0,3
4508,3,3,3,3,3,3,0,3
4509,3,3,3,3,3,3,0,3
4510,3,3,3,3,3,3,0,3
4511,3,3,3,3,3,3,0,3
4512,3,3,3,3,3,3,0,3
4513,3,3,3,3,3,3,0,3
4514,3,3,3,3,3,3,0,3
4515,3,3,3,3,3,3,0,3
4516,3,3,3,3,3,3,0,3
4517,3,3,3,3,3,3,0,3
4518,3,3,3,3,3,3,0,3
4519,3,3,3,3,3,3,0,3
4520,3,3,3,3,3,3,0,3
4521,3,3,3,3,3,3,0,3
4522,3,3,3,3,3,3,0,3
4523,3,3,3,3,3,3,0,3
4524,3,3,3,3,3,3,0,3
4525,3,3,3,3,3,3,0,3
4526,3,3,3,3,3,3,0,3
4527,3,3,3,3,3,3,0,3
4528,3,3,3,3,3,3,0,3
4529,3,3,3,3,3,3,0,3
4530,3,3,3,3,3,3,0,3
4531,3,3,3,3,3,3,0,3
4532,3,3,3,3,3,3,0,3
4533,3,3,3,3,3,3,0,3
4534,3,3,3,3,3,3,0,3
4535,3,3,3,3,3,3,0,3
4536,3,3,3,3,3,3,0,3
4537,3,3,3,3,3,3,0,3
4538,3,3,3,3,3,3,0,3
4539,3,3,3,3,3,3,0,3
4540,3,3,3,3,3,3,0,3
4541,3,3,3,3,3,3,0,3
4542,3,3,3,3,3,3,0,3
4543,3,3,3,3,3,3,0,3
4544,3,3,3,3,3,3,0,3
4545,3,3,3,3,3,3,0,3
4546,3,3,3,3,3,3,0,3
4547,3,3,3,3,3,3,0,3
4548,3,3,3,3,3,3,0,3
4549,3,3,3,3,3,3,0,3
4550,3,3,3,3,3,3,0,3
4551,3,3,3,3,3,3,0,3
4552,3,3,3,3,3,3,0,3
4553,3,3,3,3,3,3,0,3
4554,3,3,3,3,3,3,0,3
4555,3,3,3,3,3,3,0,3
4556,3,3,3,3,3,3,0,3
4557,3,3,3,3,3,3,0,3
4558,3,3,3,3,3,3,0,3
4559,3,3,3,3,3,3,0,3
4560,3,3,3,3,3,3,0,3
4561,3,3,3,3,3,3,0,3
4562,3,3,3,3,3,3,0,3
4563,3,3,3,3,3,3,0,3
4564,3,3,3,3,3,3,0,3
4565,3,3,3,3,3,3,0,3
4566,3,3,3,3,3,3,0,3
4567,3,3,3,3,3,3,0,3
4568,3,3,3,3,3,3,0,3
4569,3,3,3,3,3,3,0,3
4570,3,3,3,3,3,3,0,3
4571,3,3,3,3,3,3,0,3
4572,3,3,3,3,3,3,0,3
4573,3,3,3,3,3,3,0,3
4574,3,3,3,3,3,3,0,3
4575,3,3,3,3,3,3,0,3
4576,3,3,3,3,3,3,0,3
4577,3,3,3,3,3,3,0,3
4578,3,3,3,3,3,3,0,3
4579,3,3,3,3,3,3,0,3
4580,3,3,3,3,3,3,0,3
4581,3,3,3,3,3,3,0,3
4582,3,3,3,3,3,3,0,3
4583,3,3,3,3,3,3,0,3
4584,3,3,3,3,3,3,0,3
4585,3,3,3,3,3,3,0,3
4586,3,3,3,3,3,3,0,3
4587,3,3,3,3,3,3,0,3
4588,3,3,3,3,3,3,0,3
4589,3,3,3,3,3,3,0,3
4590,3,3,3,3,3,3,0,3
4591,3,3,3,3,3,3,0,3
4592,3,3,3,3,3,3,0,3
4593,3,3,3,3,3,3,0,3
4594,3,3,3,3,3,3,0,3
4595,3,3,3,3,3,3,0,3
4596,3,3,3,3,3,3,0,3
4597,3,3,3,3,3,3,0,3
4598,3,3,3,3,3,3,0,3
4599,3,3,3,3,3,3,0,3
4600,3,3,3,3,3,3,0,3
4601,3,3,3,3,3,3,0,3
4602,3,3,3,3,3,3,0,3
4603,3,3,3,3,3,3,0,3
4604,3,3,3,3,3,3,0,3
4605,3,3,3,3,3,3,0,3
4606,3,3,3,3,3,3,0,3
4607,3,3,3,3,3,3,0,3
4608,3,3,3,3,3,3,0,3
4609,3,3,3,3,3,3,0,3
4610,3,3,3,3,3,3,0,3
4611,3,3,3,3,3,3,0,3
4612,3,3,3,3,3,3,0,3
4613,3,3,3,3,3,3,0,3
4614,3,3,3,3,3,3,0,3
4615,3,3,3,3,3,3,0,3
4616,3,3,3,3,3,3,0,3
4617,3,3,3,3,3,3,0,3
4618,3,3,3,3,3,3,0,3
4619,3,3,3,3,3,3,0,3
4620,3,3,3,3,3,3,0,3
4621,3,3,3,3,3,3,0,3
4622,3,3,3,3,3,3,0,3
4623,3,3,3,3,3,3,0,3
4624,3,3,3,3,3,3,0,3
4625,3,3,3,3,3,3,0,3
4626,3,3,3,3,3,3,0,3
4627,3,3,3,3,3,3,0,3
4628,3,3,3,3,3,3,0,3
4629,3,3,3,3,3,3,0,3
4630,3,3,3,3,3,3,0,3
4631,3,3,3,3,3,3,0,3
4632,3,3,3,3,3,3,0,3
4633,3,3,3,3,3,3,0,3
4634,3,3,3,3,3,3,0,3
4635,3,3,3,3,3,3,0,3
4636,3,3,3,3,3,3,0,3
4637,3,3,3,3,3,3,0,3
4638,3,3,3,3,3,3,0,3
4639,3,3,3,3,3,3,0,3
4640,3,3,3,3,3,3,0,3
4641,3,3,3,3,3,3,0,3
4642,3,3,3,3,3,3,0,3
4643,3,3,3,3,3,3,0,3
4644,3,3,3,3,3,3,0,3
4645,3,3,3,3,3,3,0,3
4646,3,3,3,3,3,3,0,3
4647,3,3,3,3,3,3,0,3
4648,3,3,3,3,3,3,0,3
4649,3,3,3,3,3,3,0,3
4650,3,3,3,3,3,3,0,3
4651,3,3,3,3,3,3,0,3
4652,3,3,3,3,3,3,0,3
4653,3,3,3,3,3,3,0,3
4654,3,3,3,3,3,3,0,3
4655,3,3,3,3,3,3,0,3
4656,3,3,3,3,3,3,0,3
4657,3,3,3,3,3,3,0,3
4658,3,3,3,3,3,3,0,3
4659,3,3,3,3,3,3,0,3
4660,3,3,3,3,3,3,0,3
4661,3,3,3,3,3,3,0,3
4662,3,3,3,3,3,3,0,3
4663,3,3,3,3,3,3,0,3
4664,3,3,3,3,3,3,0,3
4665,3,3,3,3,3,3,0,3
4666,3,3,3,3,3,3,0,3
4667,3,3,3,3,3,3,0,3
4668,3,3,3,3,3,3,0,3
4669,3,3,3,3,3,3,0,3
4670,3,3,3,3,3,3,0,3
4671,3,3,3,3,3,3,0,3
4672,3,3,3,3,3,3,0,3
4673,3,3,3,3,3,3,0,3
4674,3,3,3,3,3,3,0,3
4675,3,3,3,3,3,3,0,3
4676,3,3,3,3,3,3,0,3
4677,3,3,3,3,3,3,0,3
4678,3,3,3,3,3,3,0,3
4679,3,3,3,3,3,3,0,3
4680,3,3,3,3,3,3,0,3
4681,3,3,3,3,3,3,0,3
4682,3,3,3,3,3,3,0,3
4683,3,3,3,3,3,3,0,3
4684,3,3,3,3,3,3,0,3
4685,3,3,3,3,3,3,0,3
4686,3,3,3,3,3,3,0,3
4687,3,3,3,3,3,3,0,3
4688,3,3,3,3,3,3,0,3
4689,3,3,3,3,3,3,0,3
4690,3,3,3,3,3,3,0,3
4691,3,3,3,3,3,3,0,3
4692,3,3,3,3,3,3,0,3
4693,3,3,3,3,3,3,0,3
4694,3,3,3,3,3,3,0,3
4695,3,3,3,3,3,3,0,3
4696,3,3,3,3,3,3,0,3
4697,3,3,3,3,3,3,0,3
4698,3,3,3,3,3,3,0,3
4699,3,3,3,3,3,3,0,3
4700,3,3,3,3,3,3,0,3
4701,3,3,3,3,3,3,0,3
4702,3,3,3,3,3,3,0,3
4703,3,3,3,3,3,3,0,3
4704,3,3,3,3,3,3,0,3
4705,3,3,3,3,3,3,0,3
4706,3,3,3,3,3,3,0,3
4707,3,3,3,3,3,3,0,3
4708,3,3,3,3,3,3,0,3
4709,3,3,3,3,3,3,0,3
4710,3,3,3,3,3,3,0,3
4711,3,3,3,3,3,3,0,3
4712,3,3,3,3,3,3,0,3
4713,3,3,3,3,3,3,0,3
4714,3,3,3,3,3,3,0,3
4715,3,3,3,3,3,3,0,3
4716,3,3,3,3,3,3,0,3
4717,3,3,3,3,3,3,0,3
4718,3,3,3,3,3,3,0,3
4719,3,3,3,3,3,3,0,3
4720,3,3,3,3,3,3,0,3
4721,3,3,3,3,3,3,0,3
4722,3,3,3,3,3,3,0,3
4723,3,3,3,3,3,3,0,3
4724,3,3,3,3,3,3,0,3
4725,3,3,3,3,3,3,0,3
4726,3,3,3,3,3,3,0,3
4727,3,3,3,3,3,3,0,3
4728,3,3,3,3,3,3,0,3
4729,3,3,3,3,3,3,0,3
4730,3,3,3,3,3,3,0,3
4731,3,3,3,3,3,3,0,3
4732,3,3,3,3,3,3,0,3
4733,3,3,3,3,3,3,0,3
4734,3,3,3,3,3,3,0,3
4735,3,3,3,3,3,3,0,3
4736,3,3,3,3,3,3,0,3
4737,3,3,3,3,3,3,0,3
4738,3,3,3,3,3,3,0,3
4739,3,3,3,3,3,3,0,3
4740,3,3,3,3,3,3,0,3
4741,3,3,3,3,3,3,0,3
4742,3,3,3,3,3,3,0,3
4743,3,3,3,3,3,3,0,3
4744,3,3,3,3,3,3,0,3
4745,3,3,3,3,3,3,0,3
4746,3,3,3,3,3,3,0,3
4747,3,3,3,3,3,3,0,3
4748,3,3,3,3,3,3,0,3
4749,3,3,3,3,3,3,0,3
4750,3,3,3,3,3,3,0,3
4751,3,3,3,3,3,3,0,3
4752,3,3,3,3,3,3,0,3
4753,3,3,3,3,3,3,0,3
4754,3,3,3,3,3,3,0,3
4755,3,3,3,3,3,3,0,3
4756,3,3,3,3,3,3,0,3
4757,3,3,3,3,3,3,0,3
4758,3,3,3,3,3,3,0,3
4759,3,3,3,3,3,3,0,3
4760,3,3,3,3,3,3,0,3
4761,3,3,3,3,3,3,0,3
4762,3,3,3,3,3,3,0,3
4763,3,3,3,3,3,3,0,3
4764,3,3,3,3,3,3,0,3
4765,3,3,3,3,3,3,0,3
4766,3,3,3,3,3,3,0,3
4767,3,3,3,3,3,3,0,3
4768,3,3,3,3,3,3,0,3
4769,3,3,3,3,3,3,0,3
4770,3,3,3,3,3,3,0,3
4771,3,3,3,3,3,3,0,3
4772,3,3,3,3,3,3,0,3
4773,3,3,3,3,3,3,0,3
4774,3,3,3,3,3,3,0,3
4775,3,3,3,3,3,3,0,3
4776,3,3,3,3,3,3,0,3
4777,3,3,3,3,3,3,0,3
4778,3,3,3,3,3,3,0,3
4779,3,3,3,3,3,3,0,3
4780,3,3,3,3,3,3,0,3
4781,3,3,3,3,3,3,0,3
4782,3,3,3,3,3,3,0,3
4783,3,3,3,3,3,3,0,3
4784,3,3,3,3,3,3,0,3
4785,3,3,3,3,3,3,0,3
4786,3,3,3,3,3,3,0,3
4787,3,3,3,3,3,3,0,3
4788,3,3,3,3,3,3,0,3
4789,3,3,3,3,3,3,0,3
4790,3,3,3,3,3,3,0,3
4791,3,3,3,3,3,3,0,3
4792,3,3,3,3,3,3,0,3
4793,3,3,3,3,3,3,0,3
4794,3,3,3,3,3,3,0,3
4795,3,3,3,3,3,3,0,3
4796,3,3,3,3,3,3,0,3
4797,3,3,3,3,3,3,0,3
4798,3,3,3,3,3,3,0,3
4799,3,3,3,3,3,3,0,3
4800,3,3,3,3,3,3,0,3
4801,3,3,3,3,3,3,0,3
4802,3,3,3,3,3,3,0,3
4803,3,3,3,3,3,3,0,3
4804,3,3,3,3,3,3,0,3
4805,3,3,3,3,3,3,0,3
4806,3,3,3,3,3,3,0,3
4807,3,3,3,3,3,3,0,3
4808,3,3,3,3,3,3,0,3
4809,3,3,3,3,3,3,0,3
4810,3,3,3,3,3,3,0,3
4811,3,3,3,3,3,3,0,3
4812,3,3,3,3,3,3,0,3
4813,3,3,3,3,3,3,0,3
4814,3,3,3,3,3,3,0,3
4815,3,3,3,3,3,3,0,3
4816,3,3,3,3,3,3,0,3
4817,3,3,3,3,3,3,0,3
4818,3,3,3,3,3,3,0,3
4819,3,3,3,3,3,3,0,3
4820,3,3,3,3,3,3,0,3
4821,3,3,3,3,3,3,0,3
4822,3,3,3,3,3,3,0,3
4823,3,3,3,3,3,3,0,3
4824,3,3,3,3,3,3,0,3
4825,3,3,3,3,3,3,0,3
4826,3,3,3,3,3,3,0,3
4827,3,3,3,3,3,3,0,3
4828,3,3,3,3,3,3,0,3
4829,3,3,3,3,3,3,0,3
4830,3,3,3,3,3,3,0,3
4831,3,3,3,3,3,3,0,3
4832,3,3,3,3,3,3,0,3
4833,3,3,3,3,3,3,0,3
4834,3,3,3,3,3,3,0,3
4835,3,3,3,3,3,3,0,3
4836,3,3,3,3,3,3,0,3
4837,3,3,3,3,3,3,0,3
4838,3,3,3,3,3,3,0,3
4839,3,3,3,3,3,3,0,3
4840,3,3,3,3,3,3,0,3
4841,3,3,3,3,3,3,0,3
4842,3,3,3,3,3,3,0,3
4843,3,3,3,3,3,3,0,3
4844,3,3,3,3,3,3,0,3
4845,3,3,3,3,3,3,0,3
4846,3,3,3,3,3,3,0,3
4847,3,3,3,3,3,3,0,3
4848,3,3,3,3,3,3,0,3
4849,3,3,3,3,3,3,0,3
4850,3,3,3,3,3,3,0,3
4851,3,3,3,3,3,3,0,3
4852,3,3,3,3,3,3,0,3
4853,3,3,3,3,3,3,0,3
4854,3,3,3,3,3,3,0,3
4855,3,3,3,3,3,3,0,3
4856,3,3,3,3,3,3,0,3
4857,3,3,3,3,3,3,0,3
4858,3,3,3,3,3,3,0,3
4859,3,3,3,3,3,3,0,3
4860,3,3,3,3,3,3,0,3
4861,3,3,3,3,3,3,0,3
4862,3,3,3,3,3,3,0,3
4863,3,3,3,3,3,3,0,3
4864,3,3,3,3,3,3,0,3
4865,3,3,3,3,3,3,0,3
4866,3,3,3,3,3,3,0,3
4867,3,3,3,3,3,3,0,3
4868,3,3,3,3,3,3,0,3
4869,3,3,3,3,3,3,0,3
4870,3,3,3,3,3,3,0,3
4871,3,3,3,3,3,3,0,3
4872,3,3,3,3,3,3,0,3
4873,3,3,3,3,3,3,0,3
4874,3,3,3,3,3,3,0,3
4875,3,3,3,3,3,3,0,3
4876,3,3,3,3,3,3,0,3
4877,3,3,3,3,3,3,0,3
4878,3,3,3,3,3,3,0,3
4879,3,3,3,3,3,3,0,3
4880,3,3,3,3,3,3,0,3
4881,3,3,3,3,3,3,0,3
4882,3,3,3,3,3,3,0,3
4883,3,3,3,3,3,3,0,3
4884,3,3,3,3,3,3,0,3
4885,3,3,3,3,3,3,0,3
4886,3,3,3,3,3,3,0,3
4887,3,3,3,3,3,3,0,3
4888,3,3,3,3,3,3,0,3
4889,3,3,3,3,3,3,0,3
4890,3,3,3,3,3,3,0,3
4891,3,3,3,3,3,3,0,3
4892,3,3,3,3,3,3,0,3
4893,3,3,3,3,3,3,0,3
4894,3,3,3,3,3,3,0,3
4895,3,3,3,3,3,3,0,3
4896,3,3,3,3,3,3,0,3
4897,3,3,3,3,3,3,0,3
4898,3,3,3,3,3,3,0,3
4899,3,3,3,3,3,3,0,3
4900,3,3,3,3,3,3,0,3
4901,3,3,3,3,3,3,0,3
4902,3,3,3,3,3,3,0,3
4903,3,3,3,3,3,3,0,3
4904,3,3,3,3,3,3,0,3
4905,3,3,3,3,3,3,0,3
4906,3,3,3,3,3,3,0,3
4907,3,3,3,3,3,3,0,3
4908,3,3,3,3,3,3,0,3
4909,3,3,3,3,3,3,0,3
4910,3,3,3,3,3,3,0,3
4911,3,3,3,3,3,3,0,3
4912,3,3,3,3,3,3,0,3
4913,3,3,3,3,3,3,0,3
4914,3,3,3,3,3,3,0,3
4915,3,3,3,3,3,3,0,3
4916,3,3,3,3,3,3,0,3
4917,3,3,3,3,3,3,0,3
4918,3,3,3,3,3,3,0,3
4919,3,3,3,3,3,3,0,3
4920,3,3,3,3,3,3,0,3
4921,3,3,3,3,3,3,0,3
4922,3,3,3,3,3,3,0,3
4923,3,3,3,3,3,3,0,3
4924,3,3,3,3,3,3,0,3
4925,3,3,3,3,3,3,0,3
4926,3,3,3,3,3,3,0,3
4927,3,3,3,3,3,3,0,3
4928,3,3,3,3,3,3,0,3
4929,3,3,3,3,3,3,0,3
4930,3,3,3,3,3,3,0,3
4931,3,3,3,3,3,3,0,3
4932,3,3,3,3,3,3,0,3
4933,3,3,3,3,3,3,0,3
4934,3,3,3,3,3,3,0,3
4935,3,3,3,3,3,3,0,3
4936,3,3,3,3,3,3,0,3
4937,3,3,3,3,3,3,0,3
4938,3,3,3,3,3,3,0,3
4939,3,3,3,3,3,3,0,3
4940,3,3,3,3,3,3,0,3
4941,3,3,3,3,3,3,0,3
4942,3,3,3,3,3,3,0,3
4943,3,3,3,3,3,3,0,3
4944,3,3,3,3,3,3,0,3
4945,3,3,3,3,3,3,0,3
4946,3,3,3,3,3,3,0,3
4947,3,3,3,3,3,3,0,3
4948,3,3,3,3,3,3,0,3
4949,3,3,3,3,3,3,0,3
4950,3,3,3,3,3,3,0,3
4951,3,3,3,3,3,3,0,3
4952,3,3,3,3,3,3,0,3
4953,3,3,3,3,3,3,0,3
4954,3,3,3,3,3,3,0,3
4955,3,3,3,3,3,3,0,3
4956,3,3,3,3,3,3,0,3
4957,3,3,3,3,3,3,0,3
4958,3,3,3,3,3,3,0,3
4959,3,3,3,3,3,3,0,3
4960,3,3,3,3,3,3,0,3
4961,3,3,3,3,3,3,0,3
4962,3,3,3,3,3,3,0,3
4963,3,3,3,3,3,3,0,3
4964,3,3,3,3,3,3,0,3
4965,3,3,3,3,3,3,0,3
4966,3,3,3,3,3,3,0,3
4967,3,3,3,3,3,3,0,3
4968,3,3,3,3,3,3,0,3
4969,3,3,3,3,3,3,0,3
4970,3,3,3,3,3,3,0,3
4971,3,3,3,3,3,3,0,3
4972,3,3,3,3,3,3,0,3
4973,3,3,3,3,3,3,0,3
4974,3,3,3,3,3,3,0,3
4975,3,3,3,3,3,3,0,3
4976,3,3,3,3,3,3,0,3
4977,3,3,3,3,3,3,0,3
4978,3,3,3,3,3,3,0,3
4979,3,3,3,3,3,3,0,3
4980,3,3,3,3,3,3,0,3
4981,3,3,3,3,3,3,0,3
4982,3,3,3,3,3,3,0,3
4983,3,3,3,3,3,3,0,3
4984,3,3,3,3,3,3,0,3
4985,3,3,3,3,3,3,0,3
4986,3,3,3,3,3,3,0,3
4987,3,3,3,3,3,3,0,3
4988,3,3,3,3,3,3,0,3
4989,3,3,3,3,3,3,0,3
4990,3,3,3,3,3,3,0,3
4991,3,3,3,3,3,3,0,3
4992,3,3,3,3,3,3,0,3
4993,3,3,3,3,3,3,0,3
4994,3,3,3,3,3,3,0,3
4995,3,3,3,3,3,3,0,3
4996,3,3,3,3,3,3,0,3
4997,3,3,3,3,3,3,0,3
4998,3,3,3,3,3,3,0,3
4999,3,3,3,3,3,3,0,3
5000,3,3,3,3,3,3,0,3
5001,3,3,3,3,3,3,0,3
5002,3,3,3,3,3,3,0,3
5003,3,3,3,3,3,3,0,3
5004,3,3,3,3,3,3,0,3
5005,3,3,3,3,3,3,0,3
5006,3,3,3,3,3,3,0,3
5007,3,3,3,3,3,3,0,3
5008,3,3,3,3,3,3,0,3
5009,3,3,3,3,3,3,0,3
5010,3,3,3,3,3,3,0,3
5011,3,3,3,3,3,3,0,3
5012,3,3,3,3,3,3,0,3
5013,3,3,3,3,3,3,0,3
5014,3,3,3,3,3,3,0,3
5015,3,3,3,3,3,3,0,3
5016,3,3,3,3,3,3,0,3
5017,3,3,3,3,3,3,0,3
5018,3,3,3,3,3,3,0,3
5019,3,3,3,3,3,3,0,3
5020,3,3,3,3,3,3,0,3
5021,3,3,3,3,3,3,0,3
5022,3,3,3,3,3,3,0,3
5023,3,3,3,3,3,3,0,3
5024,3,3,3,3,3,3,0,3
5025,3,3,3,3,3,3,0,3
5026,3,3,3,3,3,3,0,3
5027,3,3,3,3,3,3,0,3
5028,3,3,3,3,3,3,0,3
5029,3,3,3,3,3,3,0,3
5030,3,3,3,3,3,3,0,3
5031,3,3,3,3,3,3,0,3
5032,3,3,3,3,3,3,0,3
5033,3,3,3,3,3,3,0,3
5034,3,3,3,3,3,3,0,3
5035,3,3,3,3,3,3,0,3
5036,3,3,3,3,3,3,0,3
5037,3,3,3,3,3,3,0,3
5038,3,3,3,3,3,3,0,3
5039,3,3,3,3,3,3,0,3
5040,3,3,3,3,3,3,0,3
5041,3,3,3,3,3,3,0,3
5042,3,3,3,3,3,3,0,3
5043,3,3,3,3,3,3,0,3
5044,3,3,3,3,3,3,0,3
5045,3,3,3,3,3,3,0,3
5046,3,3,3,3,3,3,0,3
5047,3,3,3,3,3,3,0,3
5048,3,3,3,3,3,3,0,3
5049,3,3,3,3,3,3,0,3
5050,3,3,3,3,3,3,0,3
5051,3,3,3,3,3,3,0,3
5052,3,3,3,3,3,3,0,3
5053,3,3,3,3,3,3,0,3
5054,3,3,3,3,3,3,0,3
5055,3,3,3,3,3,3,0,3
5056,3,3,3,3,3,3,0,3
5057,3,3,3,3,3,3,0,3
5058,3,3,3,3,3,3,0,3
5059,3,3,3,3,3,3,0,3
5060,3,3,3,3,3,3,0,3
5061,3,3,3,3,3,3,0,3
5062,3,3,3,3,3,3,0,3
5063,3,3,3,3,3,3,0,3
5064,3,3,3,3,3,3,0,3
5065,3,3,3,3,3,3,0,3
5066,3,3,3,3,3,3,0,3
5067,3,3,3,3,3,3,0,3
5068,3,3,3,3,3,3,0,3
5069,3,3,3,3,3,3,0,3
5070,3,3,3,3,3,3,0,3
5071,3,3,3,3,3,3,0,3
5072,3,3,3,3,3,3,0,3
5073,3,3,3,3,3,3,0,3
5074,3,3,3,3,3,3,0,3
5075,3,3,3,3,3,3,0,3
5076,3,3,3,3,3,3,0,3
5077,3,3,3,3,3,3,0,3
5078,3,3,3,3,3,3,0,3
5079,3,3,3,3,3,3,0,3
5080,3,3,3,3,3,3,0,3
5081,3,3,3,3,3,3,0,3
5082,3,3,3,3,3,3,0,3
5083,3,3,3,3,3,3,0,3
5084,3,3,3,3,3,3,0,3
5085,3,3,3,3,3,3,0,3
5086,3,3,3,3,3,3,0,3
5087,3,3,3,3,3,3,0,3
5088,3,3,3,3,3,3,0,3
5089,3,3,3,3,3,3,0,3
5090,3,3,3,3,3,3,0,3
5091,3,3,3,3,3,3,0,3
5092,3,3,3,3,3,3,0,3
5093,3,3,3,3,3,3,0,3
5094,3,3,3,3,3,3,0,3
5095,3,3,3,3,3,3,0,3
5096,3,3,3,3,3,3,0,3
5097,3,3,3,3,3,3,0,3
5098,3,3,3,3,3,3,0,3
5099,3,3,3,3,3,3,0,3
5100,3,3,3,3,3,3,0,3
5101,3,3,3,3,3,3,0,3
5102,3,3,3,3,3,3,0,3
5103,3,3,3,3,3,3,0,3
5104,3,3,3,3,3,3,0,3
5105,3,3,3,3,3,3,0,3
5106,3,3,3,3,3,3,0,3
5107,3,3,3,3,3,3,0,3
5108,3,3,3,3,3,3,0,3
5109,3,3,3,3,3,3,0,3
5110,3,3,3,3,3,3,0,3
5111,3,3,3,3,3,3,0,3
5112,3,3,3,3,3,3,0,3
5113,3,3,3,3,3,3,0,3
5114,3,3,3,3,3,3,0,3
5115,3,3,3,3,3,3,0,3
5116,3,3,3,3,3,3,0,3
5117,3,3,3,3,3,3,0,3
5118,3,3,3,3,3,3,0,3
5119,3,3,3,3,3,3,0,3
5120,3,3,3,3,3,3,0,3
5121,3,3,3,3,3,3,0,3
5122,3,3,3,3,3,3,0,3
5123,3,3,3,3,3,3,0,3
5124,3,3,3,3,3,3,0,3
5125,3,3,3,3,3,3,0,3
5126,3,3,3,3,3,3,0,3
5127,3,3,3,3,3,3,0,3
5128,3,3,3,3,3,3,0,3
5129,3,3,3,3,3,3,0,3
5130,3,3,3,3,3,3,0,3
5131,3,3,3,3,3,3,0,3
5132,3,3,3,3,3,3,0,3
5133,3,3,3,3,3,3,0,3
5134,3,3,3,3,3,3,0,3
5135,3,3,3,3,3,3,0,3
5136,3,3,3,3,3,3,0,3
5137,3,3,3,3,3,3,0,3
5138,3,3,3,3,3,3,0,3
5139,3,3,3,3,3,3,0,3
5140,3,3,3,3,3,3,0,3
5141,3,3,3,3,3,3,0,3
5142,3,3,3,3,3,3,0,3
5143,3,3,3,3,3,3,0,3
5144,3,3,3,3,3,3,0,3
5145,3,3,3,3,3,3,0,3
5146,3,3,3,3,3,3,0,3
5147,3,3,3,3,3,3,0,3
5148,3,3,3,3,3,3,0,3
5149,3,3,3,3,3,3,0,3
