Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4
,,,,,,,4195,12.9,10.6,6.7,0
,,,,,,,4196,12.9,10.6,6.7,0
,,,,,,,4197,12.9,10.6,6.7,0
,,,,,,,4198,12.9,10.6,6.7,0
,,,,,,,4199,12.9,10.6,6.7,0
,,,,,,,4200,12.9,10.6,6.7,0
,,,,,,,4201,12.9,10.6,6.7,0
,,,,,,,4202,12.9,10.6,6.7,0
,,,,,,,4203,12.9,10.6,6.7,0
,,,,,,,4204,12.9,10.6,6.7,0
,,,,,,,4205,12.9,10.6,6.7,0
,,,,,,,4206,12.9,10.6,6.7,0
,,,,,,,4207,12.9,10.6,6.7,0
,,,,,,,4208,12.9,10.6,6.7,0
,,,,,,,4209,12.9,10.6,6.7,0
,,,,,,,4210,12.9,10.6,6.7,0
,,,,,,,4211,12.9,10.6,6.7,0
,,,,,,,4212,12.9,10.6,6.7,0
,,,,,,,4213,12.9,10.6,6.7,0
,,,,,,,4214,12.9,10.6,6.7,0
,,,,,,,4215,12.9,10.6,6.7,0
,,,,,,,4216,12.9,10.6,6.7,0
,,,,,,,4217,12.9,10.6,6.7,0
,,,,,,,4218,12.9,10.6,6.7,0
,,,,,,,4219,12.9,10.6,6.7,0
,,,,,,,4220,12.9,10.6,6.7,0
,,,,,,,4221,12.9,10.6,6.7,0
,,,,,,,4222,12.9,10.6,6.7,0
,,,,,,,4223,12.9,10.6,6.7,0
,,,,,,,4224,12.9,10.6,6.7,0
,,,,,,,4225,12.9,10.6,6.7,0
,,,,,,,4226,12.9,10.6,6.7,0
,,,,,,,4227,12.9,10.6,6.7,0
,,,,,,,4228,12.9,10.6,6.7,0
,,,,,,,4229,12.9,10.6,6.7,0
,,,,,,,4230,12.9,10.6,6.7,0
,,,,,,,4231,12.9,10.6,6.7,0
,,,,,,,4232,12.9,10.6,6.7,0
,,,,,,,4233,12.9,10.6,6.7,0
,,,,,,,4234,12.9,10.6,6.7,0
,,,,,,,4235,12.9,10.6,6.7,0
,,,,,,,4236,12.9,10.6,6.7,0
,,,,,,,4237,12.9,10.6,6.7,0
,,,,,,,4238,12.9,10.6,6.7,0
,,,,,,,4239,12.9,10.6,6.7,0
,,,,,,,4240,12.9,10.6,6.7,0
,,,,,,,4241,12.9,10.6,6.7,0
,,,,,,,4242,12.9,10.6,6.7,0
,,,,,,,4243,12.9,10.6,6.7,0
,,,,,,,4244,12.9,10.6,6.7,0
,,,,,,,4245,12.9,10.6,6.7,0
,,,,,,,4246,12.9,10.6,6.7,0
,,,,,,,4247,12.9,10.6,6.7,0
,,,,,,,4248,12.9,10.6,6.7,0
,,,,,,,4249,12.9,10.6,6.7,0
,,,,,,,4250,12.9,10.6,6.7,0
,,,,,,,4251,12.9,10.6,6.7,0
,,,,,,,4252,12.9,10.6,6.7,0
,,,,,,,4253,12.9,10.6,6.7,0
,,,,,,,4254,12.9,10.6,6.7,0
,,,,,,,4255,12.9,10.6,6.7,0
,,,,,,,4256,12.9,10.6,6.7,0
,,,,,,,4257,12.9,10.6,6.7,0
,,,,,,,4258,12.9,10.6,6.7,0
,,,,,,,4259,12.9,10.6,6.7,0
,,,,,,,4260,12.9,10.6,6.7,0
,,,,,,,4261,12.9,10.6,6.7,0
,,,,,,,4262,12.9,10.6,6.7,0
,,,,,,,4263,12.9,10.6,6.7,0
,,,,,,,4264,12.9,10.6,6.7,0
,,,,,,,4265,12.9,10.6,6.7,0
,,,,,,,4266,12.9,10.6,6.7,0
,,,,,,,4267,12.9,10.6,6.7,0
,,,,,,,4268,12.9,10.6,6.7,0
,,,,,,,4269,12.9,10.6,6.7,0
,,,,,,,4270,12.9,10.6,6.7,0
,,,,,,,4271,12.9,10.6,6.7,0
,,,,,,,4272,12.9,10.6,6.7,0
,,,,,,,4273,12.9,10.6,6.7,0
,,,,,,,4274,12.9,10.6,6.7,0
,,,,,,,4275,12.9,10.6,6.7,0
,,,,,,,4276,12.9,10.6,6.7,0
,,,,,,,4277,12.9,10.6,6.7,0
,,,,,,,4278,12.9,10.6,6.7,0
,,,,,,,4279,12.9,10.6,6.7,0
,,,,,,,4280,12.9,10.6,6.7,0
,,,,,,,4281,12.9,10.6,6.7,0
,,,,,,,4282,12.9,10.6,6.7,0
,,,,,,,4283,12.9,10.6,6.7,0
,,,,,,,4284,12.9,10.6,6.7,0
,,,,,,,4285,12.9,10.6,6.7,0
,,,,,,,4286,12.9,10.6,6.7,0
,,,,,,,4287,12.9,10.6,6.7,0
,,,,,,,4288,12.9,10.6,6.7,0
,,,,,,,4289,12.9,10.6,6.7,0
,,,,,,,4290,12.9,10.6,6.7,0
,,,,,,,4291,12.9,10.6,6.7,0
,,,,,,,4292,12.9,10.6,6.7,0
,,,,,,,4293,12.9,10.6,6.7,0
,,,,,,,4294,12.9,10.6,6.7,0
,,,,,,,4295,12.9,10.6,6.7,0
,,,,,,,4296,12.9,10.6,6.7,0
,,,,,,,4297,12.9,10.6,6.7,0
,,,,,,,4298,12.9,10.6,6.7,0
,,,,,,,4299,12.9,10.6,6.7,0
,,,,,,,4300,12.9,10.6,6.7,0
,,,,,,,4301,12.9,10.6,6.7,0
,,,,,,,4302,12.9,10.6,6.7,0
,,,,,,,4303,12.9,10.6,6.7,0
,,,,,,,4304,12.9,10.6,6.7,0
,,,,,,,4305,12.9,10.6,6.7,0
,,,,,,,4306,12.9,10.6,6.7,0
,,,,,,,4307,12.9,10.6,6.7,0
,,,,,,,4308,12.9,10.6,6.7,0
,,,,,,,4309,12.9,10.6,6.7,0
,,,,,,,4310,12.9,10.6,6.7,0
,,,,,,,4311,12.9,10.6,6.7,0
,,,,,,,4312,12.9,10.6,6.7,0
,,,,,,,4313,12.9,10.6,6.7,0
,,,,,,,4314,12.9,10.6,6.7,0
,,,,,,,4315,12.9,10.6,6.7,0
,,,,,,,4316,12.9,10.6,6.7,0
,,,,,,,4317,12.9,10.6,6.7,0
,,,,,,,4318,12.9,10.6,6.7,0
,,,,,,,4319,12.9,10.6,6.7,0
,,,,,,,4320,12.9,10.6,6.7,0
,,,,,,,4321,12.9,10.6,6.7,0
,,,,,,,4322,12.9,10.6,6.7,0
,,,,,,,4323,12.9,10.6,6.7,0
,,,,,,,4324,12.9,10.6,6.7,0
,,,,,,,4325,12.9,10.6,6.7,0
,,,,,,,4326,12.9,10.6,6.7,0
,,,,,,,4327,12.9,10.6,6.7,0
,,,,,,,4328,12.9,10.6,6.7,0
,,,,,,,4329,12.9,10.6,6.7,0
,,,,,,,4330,12.9,10.6,6.7,0
,,,,,,,4331,12.9,10.6,6.7,0
,,,,,,,4332,12.9,10.6,6.7,0
,,,,,,,4333,12.9,10.6,6.7,0
,,,,,,,4334,12.9,10.6,6.7,0
,,,,,,,4335,12.9,10.6,6.7,0
,,,,,,,4336,12.9,10.6,6.7,0
,,,,,,,4337,12.9,10.6,6.7,0
,,,,,,,4338,12.9,10.6,6.7,0
,,,,,,,4339,12.9,10.6,6.7,0
,,,,,,,4340,12.9,10.6,6.7,0
,,,,,,,4341,12.9,10.6,6.7,0
,,,,,,,4342,12.9,10.6,6.7,0
,,,,,,,4343,12.9,10.6,6.7,0
,,,,,,,4344,12.9,10.6,6.7,0
,,,,,,,4345,12.9,10.6,6.7,0
,,,,,,,4346,12.9,10.6,6.7,0
,,,,,,,4347,12.9,10.6,6.7,0
,,,,,,,4348,12.9,10.6,6.7,0
,,,,,,,4349,12.9,10.6,6.7,0
,,,,,,,4350,12.9,10.6,6.7,0
,,,,,,,4351,12.9,10.6,6.7,0
,,,,,,,4352,12.9,10.6,6.7,0
,,,,,,,4353,12.9,10.6,6.7,0
,,,,,,,4354,12.9,10.6,6.7,0
,,,,,,,4355,12.9,10.6,6.7,0
,,,,,,,4356,12.9,10.6,6.7,0
,,,,,,,4357,12.9,10.6,6.7,0
,,,,,,,4358,12.9,10.6,6.7,0
,,,,,,,4359,12.9,10.6,6.7,0
,,,,,,,4360,12.9,10.6,6.7,0
,,,,,,,4361,12.9,10.6,6.7,0
,,,,,,,4362,12.9,10.6,6.7,0
,,,,,,,4363,12.9,10.6,6.7,0
,,,,,,,4364,12.9,10.6,6.7,0
,,,,,,,4365,12.9,10.6,6.7,0
,,,,,,,4366,12.9,10.6,6.7,0
,,,,,,,4367,12.9,10.6,6.7,0
,,,,,,,4368,12.9,10.6,6.7,0
,,,,,,,4369,12.9,10.6,6.7,0
,,,,,,,4370,12.9,10.6,6.7,0
,,,,,,,4371,12.9,10.6,6.7,0
,,,,,,,4372,12.9,10.6,6.7,0
,,,,,,,4373,12.9,10.6,6.7,0
,,,,,,,4374,12.9,10.6,6.7,0
,,,,,,,4375,12.9,10.6,6.7,0
,,,,,,,4376,12.9,10.6,6.7,0
,,,,,,,4377,12.9,10.6,6.7,0
,,,,,,,4378,12.9,10.6,6.7,0
,,,,,,,4379,12.9,10.6,6.7,0
,,,,,,,4380,12.9,10.6,6.7,0
,,,,,,,4381,12.9,10.6,6.7,0
,,,,,,,4382,12.9,10.6,6.7,0
,,,,,,,4383,12.9,10.6,6.7,0
,,,,,,,4384,12.9,10.6,6.7,0
,,,,,,,4385,12.9,10.6,6.7,0
,,,,,,,4386,12.9,10.6,6.7,0
,,,,,,,4387,12.9,10.6,6.7,0
,,,,,,,4388,12.9,10.6,6.7,0
,,,,,,,4389,12.9,10.6,6.7,0
,,,,,,,4390,12.9,10.6,6.7,0
,,,,,,,4391,12.9,10.6,6.7,0
,,,,,,,4392,12.9,10.6,6.7,0
,,,,,,,4393,12.9,10.6,6.7,0
,,,,,,,4394,12.9,10.6,6.7,0
,,,,,,,4395,12.9,10.6,6.7,0
,,,,,,,4396,12.9,10.6,6.7,0
,,,,,,,4397,12.9,10.6,6.7,0
,,,,,,,4398,12.9,10.6,6.7,0
,,,,,,,4399,12.9,10.6,6.7,0
,,,,,,,4400,12.9,10.6,6.7,0
,,,,,,,4401,12.9,10.6,6.7,0
,,,,,,,4402,12.9,10.6,6.7,0
,,,,,,,4403,12.9,10.6,6.7,0
,,,,,,,4404,12.9,10.6,6.7,0
,,,,,,,4405,12.9,10.6,6.7,0
,,,,,,,4406,12.9,10.6,6.7,0
,,,,,,,4407,12.9,10.6,6.7,0
,,,,,,,4408,12.9,10.6,6.7,0
,,,,,,,4409,12.9,10.6,6.7,0
,,,,,,,4410,12.9,10.6,6.7,0
,,,,,,,4411,12.9,10.6,6.7,0
,,,,,,,4412,12.9,10.6,6.7,0
,,,,,,,4413,12.9,10.6,6.7,0
,,,,,,,4414,12.9,10.6,6.7,0
,,,,,,,4415,12.9,10.6,6.7,0
,,,,,,,4416,12.9,10.6,6.7,0
,,,,,,,4417,12.9,10.6,6.7,0
,,,,,,,4418,12.9,10.6,6.7,0
,,,,,,,4419,12.9,10.6,6.7,0
,,,,,,,4420,12.9,10.6,6.7,0
,,,,,,,4421,12.9,10.6,6.7,0
,,,,,,,4422,12.9,10.6,6.7,0
,,,,,,,4423,12.9,10.6,6.7,0
,,,,,,,4424,12.9,10.6,6.7,0
,,,,,,,4425,12.9,10.6,6.7,0
,,,,,,,4426,12.9,10.6,6.7,0
,,,,,,,4427,12.9,10.6,6.7,0
,,,,,,,4428,12.9,10.6,6.7,0
,,,,,,,4429,12.9,10.6,6.7,0
,,,,,,,4430,12.9,10.6,6.7,0
,,,,,,,4431,12.9,10.6,6.7,0
,,,,,,,4432,12.9,10.6,6.7,0
,,,,,,,4433,12.9,10.6,6.7,0
,,,,,,,4434,12.9,10.6,6.7,0
,,,,,,,4435,12.9,10.6,6.7,0
,,,,,,,4436,12.9,10.6,6.7,0
,,,,,,,4437,12.9,10.6,6.7,0
,,,,,,,4438,12.9,10.6,6.7,0
,,,,,,,4439,12.9,10.6,6.7,0
,,,,,,,4440,12.9,10.6,6.7,0
,,,,,,,4441,12.9,10.6,6.7,0
,,,,,,,4442,12.9,10.6,6.7,0
,,,,,,,4443,12.9,10.6,6.7,0
,,,,,,,4444,12.9,10.6,6.7,0
,,,,,,,4445,12.9,10.6,6.7,0
,,,,,,,4446,12.9,10.6,6.7,0
,,,,,,,4447,12.9,10.6,6.7,0
,,,,,,,4448,12.9,10.6,6.7,0
,,,,,,,4449,12.9,10.6,6.7,0
,,,,,,,4450,12.9,10.6,6.7,0
,,,,,,,4451,12.9,10.6,6.7,0
,,,,,,,4452,12.9,10.6,6.7,0
,,,,,,,4453,12.9,10.6,6.7,0
,,,,,,,4454,12.9,10.6,6.7,0
,,,,,,,4455,12.9,10.6,6.7,0
,,,,,,,4456,12.9,10.6,6.7,0
,,,,,,,4457,12.9,10.6,6.7,0
,,,,,,,4458,12.9,10.6,6.7,0
,,,,,,,4459,12.9,10.6,6.7,0
,,,,,,,4460,12.9,10.6,6.7,0
,,,,,,,4461,12.9,10.6,6.7,0
,,,,,,,4462,12.9,10.6,6.7,0
,,,,,,,4463,12.9,10.6,6.7,0
,,,,,,,4464,12.9,10.6,6.7,0
,,,,,,,4465,12.9,10.6,6.7,0
,,,,,,,4466,12.9,10.6,6.7,0
,,,,,,,4467,12.9,10.6,6.7,0
,,,,,,,4468,12.9,10.6,6.7,0
,,,,,,,4469,12.9,10.6,6.7,0
,,,,,,,4470,12.9,10.6,6.7,0
,,,,,,,4471,12.9,10.6,6.7,0
,,,,,,,4472,12.9,10.6,6.7,0
,,,,,,,4473,12.9,10.6,6.7,0
,,,,,,,4474,12.9,10.6,6.7,0
,,,,,,,4475,12.9,10.6,6.7,0
,,,,,,,4476,12.9,10.6,6.7,0
,,,,,,,4477,12.9,10.6,6.7,0
,,,,,,,4478,12.9,10.6,6.7,0
,,,,,,,4479,12.9,10.6,6.7,0
,,,,,,,4480,12.9,10.6,6.7,0
,,,,,,,4481,12.9,10.6,6.7,0
,,,,,,,4482,12.9,10.6,6.7,0
,,,,,,,4483,12.9,10.6,6.7,0
,,,,,,,4484,12.9,10.6,6.7,0
,,,,,,,4485,12.9,10.6,6.7,0
,,,,,,,4486,12.9,10.6,6.7,0
,,,,,,,4487,12.9,10.6,6.7,0
,,,,,,,4488,12.9,10.6,6.7,0
,,,,,,,4489,12.9,10.6,6.7,0
,,,,,,,4490,12.9,10.6,6.7,0
,,,,,,,4491,12.9,10.6,6.7,0
,,,,,,,4492,12.9,10.6,6.7,0
,,,,,,,4493,12.9,10.6,6.7,0
,,,,,,,4494,12.9,10.6,6.7,0
,,,,,,,4495,12.9,10.6,6.7,0
,,,,,,,4496,12.9,10.6,6.7,0
,,,,,,,4497,12.9,10.6,6.7,0
,,,,,,,4498,12.9,10.6,6.7,0
,,,,,,,4499,12.9,10.6,6.7,0
,,,,,,,4500,12.9,10.6,6.7,0
,,,,,,,4501,12.9,10.6,6.7,0
,,,,,,,4502,12.9,10.6,6.7,0
,,,,,,,4503,12.9,10.6,6.7,0
,,,,,,,4504,12.9,10.6,6.7,0
,,,,,,,4505,12.9,10.6,6.7,0
,,,,,,,4506,12.9,10.6,6.7,0
,,,,,,,4507,12.9,10.6,6.7,0
,,,,,,,4508,12.9,10.6,6.7,0
,,,,,,,4509,12.9,10.6,6.7,0
,,,,,,,4510,12.9,10.6,6.7,0
,,,,,,,4511,12.9,10.6,6.7,0
,,,,,,,4512,12.9,10.6,6.7,0
,,,,,,,4513,12.9,10.6,6.7,0
,,,,,,,4514,12.9,10.6,6.7,0
,,,,,,,4515,12.9,10.6,6.7,0
,,,,,,,4516,12.9,10.6,6.7,0
,,,,,,,4517,12.9,10.6,6.7,0
,,,,,,,4518,12.9,10.6,6.7,0
,,,,,,,4519,12.9,10.6,6.7,0
,,,,,,,4520,12.9,10.6,6.7,0
,,,,,,,4521,12.9,10.6,6.7,0
,,,,,,,4522,12.9,10.6,6.7,0
,,,,,,,4523,12.9,10.6,6.7,0
,,,,,,,4524,12.9,10.6,6.7,0
,,,,,,,4525,12.9,10.6,6.7,0
,,,,,,,4526,12.9,10.6,6.7,0
,,,,,,,4527,12.9,10.6,6.7,0
,,,,,,,4528,12.9,10.6,6.7,0
,,,,,,,4529,12.9,10.6,6.7,0
,,,,,,,4530,12.9,10.6,6.7,0
,,,,,,,4531,12.9,10.6,6.7,0
,,,,,,,4532,12.9,10.6,6.7,0
,,,,,,,4533,12.9,10.6,6.7,0
,,,,,,,4534,12.9,10.6,6.7,0
,,,,,,,4535,12.9,10.6,6.7,0
,,,,,,,4536,12.9,10.6,6.7,0
,,,,,,,4537,12.9,10.6,6.7,0
,,,,,,,4538,12.9,10.6,6.7,0
,,,,,,,4539,12.9,10.6,6.7,0
,,,,,,,4540,12.9,10.6,6.7,0
,,,,,,,4541,12.9,10.6,6.7,0
,,,,,,,4542,12.9,10.6,6.7,0
,,,,,,,4543,12.9,10.6,6.7,0
,,,,,,,4544,12.9,10.6,6.7,0
,,,,,,,4545,12.9,10.6,6.7,0
,,,,,,,4546,12.9,10.6,6.7,0
,,,,,,,4547,12.9,10.6,6.7,0
,,,,,,,4548,12.9,10.6,6.7,0
,,,,,,,4549,12.9,10.6,6.7,0
,,,,,,,4550,12.9,10.6,6.7,0
,,,,,,,4551,12.9,10.6,6.7,0
,,,,,,,4552,12.9,10.6,6.7,0
,,,,,,,4553,12.9,10.6,6.7,0
,,,,,,,4554,12.9,10.6,6.7,0
,,,,,,,4555,12.9,10.6,6.7,0
,,,,,,,4556,12.9,10.6,6.7,0
,,,,,,,4557,12.9,10.6,6.7,0
,,,,,,,4558,12.9,10.6,6.7,0
,,,,,,,4559,12.9,10.6,6.7,0
,,,,,,,4560,12.9,10.6,6.7,0
,,,,,,,4561,12.9,10.6,6.7,0
,,,,,,,4562,12.9,10.6,6.7,0
,,,,,,,4563,12.9,10.6,6.7,0
,,,,,,,4564,12.9,10.6,6.7,0
,,,,,,,4565,12.9,10.6,6.7,0
,,,,,,,4566,12.9,10.6,6.7,0
,,,,,,,4567,12.9,10.6,6.7,0
,,,,,,,4568,12.9,10.6,6.7,0
,,,,,,,4569,12.9,10.6,6.7,0
,,,,,,,4570,12.9,10.6,6.7,0
,,,,,,,4571,12.9,10.6,6.7,0
,,,,,,,4572,12.9,10.6,6.7,0
,,,,,,,4573,12.9,10.6,6.7,0
,,,,,,,4574,12.9,10.6,6.7,0
,,,,,,,4575,12.9,10.6,6.7,0
,,,,,,,4576,12.9,10.6,6.7,0
,,,,,,,4577,12.9,10.6,6.7,0
,,,,,,,4578,12.9,10.6,6.7,0
,,,,,,,4579,12.9,10.6,6.7,0
,,,,,,,4580,12.9,10.6,6.7,0
,,,,,,,4581,12.9,10.6,6.7,0
,,,,,,,4582,12.9,10.6,6.7,0
,,,,,,,4583,12.9,10.6,6.7,0
,,,,,,,4584,12.9,10.6,6.7,0
,,,,,,,4585,12.9,10.6,6.7,0
,,,,,,,4586,12.9,10.6,6.7,0
,,,,,,,4587,12.9,10.6,6.7,0
,,,,,,,4588,12.9,10.6,6.7,0
,,,,,,,4589,12.9,10.6,6.7,0
,,,,,,,4590,12.9,10.6,6.7,0
,,,,,,,4591,12.9,10.6,6.7,0
,,,,,,,4592,12.9,10.6,6.7,0
,,,,,,,4593,12.9,10.6,6.7,0
,,,,,,,4594,12.9,10.6,6.7,0
,,,,,,,4595,12.9,10.6,6.7,0
,,,,,,,4596,12.9,10.6,6.7,0
,,,,,,,4597,12.9,10.6,6.7,0
,,,,,,,4598,12.9,10.6,6.7,0
,,,,,,,4599,12.9,10.6,6.7,0
,,,,,,,4600,12.9,10.6,6.7,0
,,,,,,,4601,12.9,10.6,6.7,0
,,,,,,,4602,12.9,10.6,6.7,0
,,,,,,,4603,12.9,10.6,6.7,0
,,,,,,,4604,12.9,10.6,6.7,0
,,,,,,,4605,12.9,10.6,6.7,0
,,,,,,,4606,12.9,10.6,6.7,0
,,,,,,,4607,12.9,10.6,6.7,0
,,,,,,,4608,12.9,10.6,6.7,0
,,,,,,,4609,12.9,10.6,6.7,0
,,,,,,,4610,12.9,10.6,6.7,0
,,,,,,,4611,12.9,10.6,6.7,0
,,,,,,,4612,12.9,10.6,6.7,0
,,,,,,,4613,12.9,10.6,6.7,0
,,,,,,,4614,12.9,10.6,6.7,0
,,,,,,,4615,12.9,10.6,6.7,0
,,,,,,,4616,12.9,10.6,6.7,0
,,,,,,,4617,12.9,10.6,6.7,0
,,,,,,,4618,12.9,10.6,6.7,0
,,,,,,,4619,12.9,10.6,6.7,0
,,,,,,,4620,12.9,10.6,6.7,0
,,,,,,,4621,12.9,10.6,6.7,0
,,,,,,,4622,12.9,10.6,6.7,0
,,,,,,,4623,12.9,10.6,6.7,0
,,,,,,,4624,12.9,10.6,6.7,0
,,,,,,,4625,12.9,10.6,6.7,0
,,,,,,,4626,12.9,10.6,6.7,0
,,,,,,,4627,12.9,10.6,6.7,0
,,,,,,,4628,12.9,10.6,6.7,0
,,,,,,,4629,12.9,10.6,6.7,0
,,,,,,,4630,12.9,10.6,6.7,0
,,,,,,,4631,12.9,10.6,6.7,0
,,,,,,,4632,12.9,10.6,6.7,0
,,,,,,,4633,12.9,10.6,6.7,0
,,,,,,,4634,12.9,10.6,6.7,0
,,,,,,,4635,12.9,10.6,6.7,0
,,,,,,,4636,12.9,10.6,6.7,0
,,,,,,,4637,12.9,10.6,6.7,0
,,,,,,,4638,12.9,10.6,6.7,0
,,,,,,,4639,12.9,10.6,6.7,0
,,,,,,,4640,12.9,10.6,6.7,0
,,,,,,,4641,12.9,10.6,6.7,0
,,,,,,,4642,12.9,10.6,6.7,0
,,,,,,,4643,12.9,10.6,6.7,0
,,,,,,,4644,12.9,10.6,6.7,0
,,,,,,,4645,12.9,10.6,6.7,0
,,,,,,,4646,12.9,10.6,6.7,0
,,,,,,,4647,12.9,10.6,6.7,0
,,,,,,,4648,12.9,10.6,6.7,0
,,,,,,,4649,12.9,10.6,6.7,0
,,,,,,,4650,12.9,10.6,6.7,0
,,,,,,,4651,12.9,10.6,6.7,0
,,,,,,,4652,12.9,10.6,6.7,0
,,,,,,,4653,12.9,10.6,6.7,0
,,,,,,,4654,12.9,10.6,6.7,0
,,,,,,,4655,12.9,10.6,6.7,0
,,,,,,,4656,12.9,10.6,6.7,0
,,,,,,,4657,12.9,10.6,6.7,0
,,,,,,,4658,12.9,10.6,6.7,0
,,,,,,,4659,12.9,10.6,6.7,0
,,,,,,,4660,12.9,10.6,6.7,0
,,,,,,,4661,12.9,10.6,6.7,0
,,,,,,,4662,12.9,10.6,6.7,0
,,,,,,,4663,12.9,10.6,6.7,0
,,,,,,,4664,12.9,10.6,6.7,0
,,,,,,,4665,12.9,10.6,6.7,0
,,,,,,,4666,12.9,10.6,6.7,0
,,,,,,,4667,12.9,10.6,6.7,0
,,,,,,,4668,12.9,10.6,6.7,0
,,,,,,,4669,12.9,10.6,6.7,0
,,,,,,,4670,12.9,10.6,6.7,0
,,,,,,,4671,12.9,10.6,6.7,0
,,,,,,,4672,12.9,10.6,6.7,0
,,,,,,,4673,12.9,10.6,6.7,0
,,,,,,,4674,12.9,10.6,6.7,0
,,,,,,,4675,12.9,10.6,6.7,0
,,,,,,,4676,12.9,10.6,6.7,0
,,,,,,,4677,12.9,10.6,6.7,0
,,,,,,,4678,12.9,10.6,6.7,0
,,,,,,,4679,12.9,10.6,6.7,0
,,,,,,,4680,12.9,10.6,6.7,0
,,,,,,,4681,12.9,10.6,6.7,0
,,,,,,,4682,12.9,10.6,6.7,0
,,,,,,,4683,12.9,10.6,6.7,0
,,,,,,,4684,12.9,10.6,6.7,0
,,,,,,,4685,12.9,10.6,6.7,0
,,,,,,,4686,12.9,10.6,6.7,0
,,,,,,,4687,12.9,10.6,6.7,0
,,,,,,,4688,12.9,10.6,6.7,0
,,,,,,,4689,12.9,10.6,6.7,0
,,,,,,,4690,12.9,10.6,6.7,0
,,,,,,,4691,12.9,10.6,6.7,0
,,,,,,,4692,12.9,10.6,6.7,0
,,,,,,,4693,12.9,10.6,6.7,0
,,,,,,,4694,12.9,10.6,6.7,0
,,,,,,,4695,12.9,10.6,6.7,0
,,,,,,,4696,12.9,10.6,6.7,0
,,,,,,,4697,12.9,10.6,6.7,0
,,,,,,,4698,12.9,10.6,6.7,0
,,,,,,,4699,12.9,10.6,6.7,0
,,,,,,,4700,12.9,10.6,6.7,0
,,,,,,,4701,12.9,10.6,6.7,0
,,,,,,,4702,12.9,10.6,6.7,0
,,,,,,,4703,12.9,10.6,6.7,0
,,,,,,,4704,12.9,10.6,6.7,0
,,,,,,,4705,12.9,10.6,6.7,0
,,,,,,,4706,12.9,10.6,6.7,0
,,,,,,,4707,12.9,10.6,6.7,0
,,,,,,,4708,12.9,10.6,6.7,0
,,,,,,,4709,12.9,10.6,6.7,0
,,,,,,,4710,12.9,10.6,6.7,0
,,,,,,,4711,12.9,10.6,6.7,0
,,,,,,,4712,12.9,10.6,6.7,0
,,,,,,,4713,12.9,10.6,6.7,0
,,,,,,,4714,12.9,10.6,6.7,0
,,,,,,,4715,12.9,10.6,6.7,0
,,,,,,,4716,12.9,10.6,6.7,0
,,,,,,,4717,12.9,10.6,6.7,0
,,,,,,,4718,12.9,10.6,6.7,0
,,,,,,,4719,12.9,10.6,6.7,0
,,,,,,,4720,12.9,10.6,6.7,0
,,,,,,,4721,12.9,10.6,6.7,0
,,,,,,,4722,12.9,10.6,6.7,0
,,,,,,,4723,12.9,10.6,6.7,0
,,,,,,,4724,12.9,10.6,6.7,0
,,,,,,,4725,12.9,10.6,6.7,0
,,,,,,,4726,12.9,10.6,6.7,0
,,,,,,,4727,12.9,10.6,6.7,0
,,,,,,,4728,12.9,10.6,6.7,0
,,,,,,,4729,12.9,10.6,6.7,0
,,,,,,,4730,12.9,10.6,6.7,0
,,,,,,,4731,12.9,10.6,6.7,0
,,,,,,,4732,12.9,10.6,6.7,0
,,,,,,,4733,12.9,10.6,6.7,0
,,,,,,,4734,12.9,10.6,6.7,0
,,,,,,,4735,12.9,10.6,6.7,0
,,,,,,,4736,12.9,10.6,6.7,0
,,,,,,,4737,12.9,10.6,6.7,0
,,,,,,,4738,12.9,10.6,6.7,0
,,,,,,,4739,12.9,10.6,6.7,0
,,,,,,,4740,12.9,10.6,6.7,0
,,,,,,,4741,12.9,10.6,6.7,0
,,,,,,,4742,12.9,10.6,6.7,0
,,,,,,,4743,12.9,10.6,6.7,0
,,,,,,,4744,12.9,10.6,6.7,0
,,,,,,,4745,12.9,10.6,6.7,0
,,,,,,,4746,12.9,10.6,6.7,0
,,,,,,,4747,12.9,10.6,6.7,0
,,,,,,,4748,12.9,10.6,6.7,0
,,,,,,,4749,12.9,10.6,6.7,0
,,,,,,,4750,12.9,10.6,6.7,0
,,,,,,,4751,12.9,10.6,6.7,0
,,,,,,,4752,12.9,10.6,6.7,0
,,,,,,,4753,12.9,10.6,6.7,0
,,,,,,,4754,12.9,10.6,6.7,0
,,,,,,,4755,12.9,10.6,6.7,0
,,,,,,,4756,12.9,10.6,6.7,0
,,,,,,,4757,12.9,10.6,6.7,0
,,,,,,,4758,12.9,10.6,6.7,0
,,,,,,,4759,12.9,10.6,6.7,0
,,,,,,,4760,12.9,10.6,6.7,0
,,,,,,,4761,12.9,10.6,6.7,0
,,,,,,,4762,12.9,10.6,6.7,0
,,,,,,,4763,12.9,10.6,6.7,0
,,,,,,,4764,12.9,10.6,6.7,0
,,,,,,,4765,12.9,10.6,6.7,0
,,,,,,,4766,12.9,10.6,6.7,0
,,,,,,,4767,12.9,10.6,6.7,0
,,,,,,,4768,12.9,10.6,6.7,0
,,,,,,,4769,12.9,10.6,6.7,0
,,,,,,,4770,12.9,10.6,6.7,0
