Time_Index,elec_price_per_MWh_z1,elec_price_per_MWh_z2,elec_price_per_MWh_z3
1924,0.04,0.04,0.04
1925,0.04,0.04,0.04
1926,0.04,0.04,0.04
1927,0.04,0.04,0.04
1928,0.04,0.04,0.04
1929,0.04,0.04,0.04
1930,0.04,0.04,0.04
1931,0.04,0.04,0.04
1932,0.04,0.04,0.04
1933,0.04,0.04,0.04
1934,0.04,0.04,0.04
1935,0.04,0.04,0.04
1936,0.04,0.04,0.04
1937,0.04,0.04,0.04
1938,0.04,0.04,0.04
1939,0.04,0.04,0.04
1940,0.04,0.04,0.04
1941,0.04,0.04,0.04
1942,0.04,0.04,0.04
1943,0.04,0.04,0.04
1944,0.04,0.04,0.04
1945,0.04,0.04,0.04
1946,0.04,0.04,0.04
1947,0.04,0.04,0.04
1948,0.04,0.04,0.04
1949,0.04,0.04,0.04
1950,0.04,0.04,0.04
1951,0.04,0.04,0.04
1952,0.04,0.04,0.04
1953,0.04,0.04,0.04
1954,0.04,0.04,0.04
1955,0.04,0.04,0.04
1956,0.04,0.04,0.04
1957,0.04,0.04,0.04
1958,0.04,0.04,0.04
1959,0.04,0.04,0.04
1960,0.04,0.04,0.04
1961,0.04,0.04,0.04
1962,0.04,0.04,0.04
1963,0.04,0.04,0.04
1964,0.04,0.04,0.04
1965,0.04,0.04,0.04
1966,0.04,0.04,0.04
1967,0.04,0.04,0.04
1968,0.04,0.04,0.04
1969,0.04,0.04,0.04
1970,0.04,0.04,0.04
1971,0.04,0.04,0.04
1972,0.04,0.04,0.04
1973,0.04,0.04,0.04
1974,0.04,0.04,0.04
1975,0.04,0.04,0.04
1976,0.04,0.04,0.04
1977,0.04,0.04,0.04
1978,0.04,0.04,0.04
1979,0.04,0.04,0.04
1980,0.04,0.04,0.04
1981,0.04,0.04,0.04
1982,0.04,0.04,0.04
1983,0.04,0.04,0.04
1984,0.04,0.04,0.04
1985,0.04,0.04,0.04
1986,0.04,0.04,0.04
1987,0.04,0.04,0.04
1988,0.04,0.04,0.04
1989,0.04,0.04,0.04
1990,0.04,0.04,0.04
1991,0.04,0.04,0.04
1992,0.04,0.04,0.04
1993,0.04,0.04,0.04
1994,0.04,0.04,0.04
1995,0.04,0.04,0.04
1996,0.04,0.04,0.04
1997,0.04,0.04,0.04
1998,0.04,0.04,0.04
1999,0.04,0.04,0.04
2000,0.04,0.04,0.04
2001,0.04,0.04,0.04
2002,0.04,0.04,0.04
2003,0.04,0.04,0.04
2004,0.04,0.04,0.04
2005,0.04,0.04,0.04
2006,0.04,0.04,0.04
2007,0.04,0.04,0.04
2008,0.04,0.04,0.04
2009,0.04,0.04,0.04
2010,0.04,0.04,0.04
2011,0.04,0.04,0.04
2012,0.04,0.04,0.04
2013,0.04,0.04,0.04
2014,0.04,0.04,0.04
2015,0.04,0.04,0.04
2016,0.04,0.04,0.04
2017,0.04,0.04,0.04
2018,0.04,0.04,0.04
2019,0.04,0.04,0.04
2020,0.04,0.04,0.04
2021,0.04,0.04,0.04
2022,0.04,0.04,0.04
2023,0.04,0.04,0.04
2024,0.04,0.04,0.04
2025,0.04,0.04,0.04
2026,0.04,0.04,0.04
2027,0.04,0.04,0.04
2028,0.04,0.04,0.04
2029,0.04,0.04,0.04
2030,0.04,0.04,0.04
2031,0.04,0.04,0.04
2032,0.04,0.04,0.04
2033,0.04,0.04,0.04
2034,0.04,0.04,0.04
2035,0.04,0.04,0.04
2036,0.04,0.04,0.04
2037,0.04,0.04,0.04
2038,0.04,0.04,0.04
2039,0.04,0.04,0.04
2040,0.04,0.04,0.04
2041,0.04,0.04,0.04
2042,0.04,0.04,0.04
2043,0.04,0.04,0.04
2044,0.04,0.04,0.04
2045,0.04,0.04,0.04
2046,0.04,0.04,0.04
2047,0.04,0.04,0.04
2048,0.04,0.04,0.04
2049,0.04,0.04,0.04
2050,0.04,0.04,0.04
2051,0.04,0.04,0.04
2052,0.04,0.04,0.04
2053,0.04,0.04,0.04
2054,0.04,0.04,0.04
2055,0.04,0.04,0.04
2056,0.04,0.04,0.04
2057,0.04,0.04,0.04
2058,0.04,0.04,0.04
2059,0.04,0.04,0.04
2060,0.04,0.04,0.04
2061,0.04,0.04,0.04
2062,0.04,0.04,0.04
2063,0.04,0.04,0.04
2064,0.04,0.04,0.04
2065,0.04,0.04,0.04
2066,0.04,0.04,0.04
2067,0.04,0.04,0.04
2068,0.04,0.04,0.04
2069,0.04,0.04,0.04
2070,0.04,0.04,0.04
2071,0.04,0.04,0.04
2072,0.04,0.04,0.04
2073,0.04,0.04,0.04
2074,0.04,0.04,0.04
2075,0.04,0.04,0.04
2076,0.04,0.04,0.04
2077,0.04,0.04,0.04
2078,0.04,0.04,0.04
2079,0.04,0.04,0.04
2080,0.04,0.04,0.04
2081,0.04,0.04,0.04
2082,0.04,0.04,0.04
2083,0.04,0.04,0.04
2084,0.04,0.04,0.04
2085,0.04,0.04,0.04
2086,0.04,0.04,0.04
2087,0.04,0.04,0.04
2088,0.04,0.04,0.04
2089,0.04,0.04,0.04
2090,0.04,0.04,0.04
2091,0.04,0.04,0.04
2092,0.04,0.04,0.04
2093,0.04,0.04,0.04
2094,0.04,0.04,0.04
2095,0.04,0.04,0.04
2096,0.04,0.04,0.04
2097,0.04,0.04,0.04
2098,0.04,0.04,0.04
2099,0.04,0.04,0.04
2100,0.04,0.04,0.04
2101,0.04,0.04,0.04
2102,0.04,0.04,0.04
2103,0.04,0.04,0.04
2104,0.04,0.04,0.04
2105,0.04,0.04,0.04
2106,0.04,0.04,0.04
2107,0.04,0.04,0.04
2108,0.04,0.04,0.04
2109,0.04,0.04,0.04
2110,0.04,0.04,0.04
2111,0.04,0.04,0.04
2112,0.04,0.04,0.04
2113,0.04,0.04,0.04
2114,0.04,0.04,0.04
2115,0.04,0.04,0.04
2116,0.04,0.04,0.04
2117,0.04,0.04,0.04
2118,0.04,0.04,0.04
2119,0.04,0.04,0.04
2120,0.04,0.04,0.04
2121,0.04,0.04,0.04
2122,0.04,0.04,0.04
2123,0.04,0.04,0.04
2124,0.04,0.04,0.04
2125,0.04,0.04,0.04
2126,0.04,0.04,0.04
2127,0.04,0.04,0.04
2128,0.04,0.04,0.04
2129,0.04,0.04,0.04
2130,0.04,0.04,0.04
2131,0.04,0.04,0.04
2132,0.04,0.04,0.04
2133,0.04,0.04,0.04
2134,0.04,0.04,0.04
2135,0.04,0.04,0.04
2136,0.04,0.04,0.04
2137,0.04,0.04,0.04
2138,0.04,0.04,0.04
2139,0.04,0.04,0.04
2140,0.04,0.04,0.04
2141,0.04,0.04,0.04
2142,0.04,0.04,0.04
2143,0.04,0.04,0.04
2144,0.04,0.04,0.04
2145,0.04,0.04,0.04
2146,0.04,0.04,0.04
2147,0.04,0.04,0.04
2148,0.04,0.04,0.04
2149,0.04,0.04,0.04
2150,0.04,0.04,0.04
2151,0.04,0.04,0.04
2152,0.04,0.04,0.04
2153,0.04,0.04,0.04
2154,0.04,0.04,0.04
2155,0.04,0.04,0.04
2156,0.04,0.04,0.04
2157,0.04,0.04,0.04
2158,0.04,0.04,0.04
2159,0.04,0.04,0.04
2160,0.04,0.04,0.04
2161,0.04,0.04,0.04
2162,0.04,0.04,0.04
2163,0.04,0.04,0.04
2164,0.04,0.04,0.04
2165,0.04,0.04,0.04
2166,0.04,0.04,0.04
2167,0.04,0.04,0.04
2168,0.04,0.04,0.04
2169,0.04,0.04,0.04
2170,0.04,0.04,0.04
2171,0.04,0.04,0.04
2172,0.04,0.04,0.04
2173,0.04,0.04,0.04
2174,0.04,0.04,0.04
2175,0.04,0.04,0.04
2176,0.04,0.04,0.04
2177,0.04,0.04,0.04
2178,0.04,0.04,0.04
2179,0.04,0.04,0.04
2180,0.04,0.04,0.04
2181,0.04,0.04,0.04
2182,0.04,0.04,0.04
2183,0.04,0.04,0.04
2184,0.04,0.04,0.04
2185,0.04,0.04,0.04
2186,0.04,0.04,0.04
2187,0.04,0.04,0.04
2188,0.04,0.04,0.04
2189,0.04,0.04,0.04
2190,0.04,0.04,0.04
2191,0.04,0.04,0.04
2192,0.04,0.04,0.04
2193,0.04,0.04,0.04
2194,0.04,0.04,0.04
2195,0.04,0.04,0.04
2196,0.04,0.04,0.04
2197,0.04,0.04,0.04
2198,0.04,0.04,0.04
2199,0.04,0.04,0.04
2200,0.04,0.04,0.04
2201,0.04,0.04,0.04
2202,0.04,0.04,0.04
2203,0.04,0.04,0.04
2204,0.04,0.04,0.04
2205,0.04,0.04,0.04
2206,0.04,0.04,0.04
2207,0.04,0.04,0.04
2208,0.04,0.04,0.04
2209,0.04,0.04,0.04
2210,0.04,0.04,0.04
2211,0.04,0.04,0.04
2212,0.04,0.04,0.04
2213,0.04,0.04,0.04
2214,0.04,0.04,0.04
2215,0.04,0.04,0.04
2216,0.04,0.04,0.04
2217,0.04,0.04,0.04
2218,0.04,0.04,0.04
2219,0.04,0.04,0.04
2220,0.04,0.04,0.04
2221,0.04,0.04,0.04
2222,0.04,0.04,0.04
2223,0.04,0.04,0.04
2224,0.04,0.04,0.04
2225,0.04,0.04,0.04
2226,0.04,0.04,0.04
2227,0.04,0.04,0.04
2228,0.04,0.04,0.04
2229,0.04,0.04,0.04
2230,0.04,0.04,0.04
2231,0.04,0.04,0.04
2232,0.04,0.04,0.04
2233,0.04,0.04,0.04
2234,0.04,0.04,0.04
2235,0.04,0.04,0.04
2236,0.04,0.04,0.04
2237,0.04,0.04,0.04
2238,0.04,0.04,0.04
2239,0.04,0.04,0.04
2240,0.04,0.04,0.04
2241,0.04,0.04,0.04
2242,0.04,0.04,0.04
2243,0.04,0.04,0.04
2244,0.04,0.04,0.04
2245,0.04,0.04,0.04
2246,0.04,0.04,0.04
2247,0.04,0.04,0.04
2248,0.04,0.04,0.04
2249,0.04,0.04,0.04
2250,0.04,0.04,0.04
2251,0.04,0.04,0.04
2252,0.04,0.04,0.04
2253,0.04,0.04,0.04
2254,0.04,0.04,0.04
2255,0.04,0.04,0.04
2256,0.04,0.04,0.04
2257,0.04,0.04,0.04
2258,0.04,0.04,0.04
2259,0.04,0.04,0.04
2260,0.04,0.04,0.04
2261,0.04,0.04,0.04
2262,0.04,0.04,0.04
2263,0.04,0.04,0.04
2264,0.04,0.04,0.04
2265,0.04,0.04,0.04
2266,0.04,0.04,0.04
2267,0.04,0.04,0.04
2268,0.04,0.04,0.04
2269,0.04,0.04,0.04
2270,0.04,0.04,0.04
2271,0.04,0.04,0.04
2272,0.04,0.04,0.04
2273,0.04,0.04,0.04
2274,0.04,0.04,0.04
2275,0.04,0.04,0.04
2276,0.04,0.04,0.04
2277,0.04,0.04,0.04
2278,0.04,0.04,0.04
2279,0.04,0.04,0.04
2280,0.04,0.04,0.04
2281,0.04,0.04,0.04
2282,0.04,0.04,0.04
2283,0.04,0.04,0.04
2284,0.04,0.04,0.04
2285,0.04,0.04,0.04
2286,0.04,0.04,0.04
2287,0.04,0.04,0.04
2288,0.04,0.04,0.04
2289,0.04,0.04,0.04
2290,0.04,0.04,0.04
2291,0.04,0.04,0.04
2292,0.04,0.04,0.04
2293,0.04,0.04,0.04
2294,0.04,0.04,0.04
2295,0.04,0.04,0.04
2296,0.04,0.04,0.04
2297,0.04,0.04,0.04
2298,0.04,0.04,0.04
2299,0.04,0.04,0.04
2300,0.04,0.04,0.04
2301,0.04,0.04,0.04
2302,0.04,0.04,0.04
2303,0.04,0.04,0.04
2304,0.04,0.04,0.04
2305,0.04,0.04,0.04
2306,0.04,0.04,0.04
2307,0.04,0.04,0.04
2308,0.04,0.04,0.04
2309,0.04,0.04,0.04
2310,0.04,0.04,0.04
2311,0.04,0.04,0.04
2312,0.04,0.04,0.04
2313,0.04,0.04,0.04
2314,0.04,0.04,0.04
2315,0.04,0.04,0.04
2316,0.04,0.04,0.04
2317,0.04,0.04,0.04
2318,0.04,0.04,0.04
2319,0.04,0.04,0.04
2320,0.04,0.04,0.04
2321,0.04,0.04,0.04
2322,0.04,0.04,0.04
2323,0.04,0.04,0.04
2324,0.04,0.04,0.04
2325,0.04,0.04,0.04
2326,0.04,0.04,0.04
2327,0.04,0.04,0.04
2328,0.04,0.04,0.04
2329,0.04,0.04,0.04
2330,0.04,0.04,0.04
2331,0.04,0.04,0.04
2332,0.04,0.04,0.04
2333,0.04,0.04,0.04
2334,0.04,0.04,0.04
2335,0.04,0.04,0.04
2336,0.04,0.04,0.04
2337,0.04,0.04,0.04
2338,0.04,0.04,0.04
2339,0.04,0.04,0.04
2340,0.04,0.04,0.04
2341,0.04,0.04,0.04
2342,0.04,0.04,0.04
2343,0.04,0.04,0.04
2344,0.04,0.04,0.04
2345,0.04,0.04,0.04
2346,0.04,0.04,0.04
2347,0.04,0.04,0.04
2348,0.04,0.04,0.04
2349,0.04,0.04,0.04
2350,0.04,0.04,0.04
2351,0.04,0.04,0.04
2352,0.04,0.04,0.04
2353,0.04,0.04,0.04
2354,0.04,0.04,0.04
2355,0.04,0.04,0.04
2356,0.04,0.04,0.04
2357,0.04,0.04,0.04
2358,0.04,0.04,0.04
2359,0.04,0.04,0.04
2360,0.04,0.04,0.04
2361,0.04,0.04,0.04
2362,0.04,0.04,0.04
2363,0.04,0.04,0.04
2364,0.04,0.04,0.04
2365,0.04,0.04,0.04
2366,0.04,0.04,0.04
2367,0.04,0.04,0.04
2368,0.04,0.04,0.04
2369,0.04,0.04,0.04
2370,0.04,0.04,0.04
2371,0.04,0.04,0.04
2372,0.04,0.04,0.04
2373,0.04,0.04,0.04
2374,0.04,0.04,0.04
2375,0.04,0.04,0.04
2376,0.04,0.04,0.04
2377,0.04,0.04,0.04
2378,0.04,0.04,0.04
2379,0.04,0.04,0.04
2380,0.04,0.04,0.04
2381,0.04,0.04,0.04
2382,0.04,0.04,0.04
2383,0.04,0.04,0.04
2384,0.04,0.04,0.04
2385,0.04,0.04,0.04
2386,0.04,0.04,0.04
2387,0.04,0.04,0.04
2388,0.04,0.04,0.04
2389,0.04,0.04,0.04
2390,0.04,0.04,0.04
2391,0.04,0.04,0.04
2392,0.04,0.04,0.04
2393,0.04,0.04,0.04
2394,0.04,0.04,0.04
2395,0.04,0.04,0.04
2396,0.04,0.04,0.04
2397,0.04,0.04,0.04
2398,0.04,0.04,0.04
2399,0.04,0.04,0.04
2400,0.04,0.04,0.04
2401,0.04,0.04,0.04
2402,0.04,0.04,0.04
2403,0.04,0.04,0.04
2404,0.04,0.04,0.04
2405,0.04,0.04,0.04
2406,0.04,0.04,0.04
2407,0.04,0.04,0.04
2408,0.04,0.04,0.04
2409,0.04,0.04,0.04
2410,0.04,0.04,0.04
2411,0.04,0.04,0.04
2412,0.04,0.04,0.04
2413,0.04,0.04,0.04
2414,0.04,0.04,0.04
2415,0.04,0.04,0.04
2416,0.04,0.04,0.04
2417,0.04,0.04,0.04
2418,0.04,0.04,0.04
2419,0.04,0.04,0.04
2420,0.04,0.04,0.04
2421,0.04,0.04,0.04
2422,0.04,0.04,0.04
2423,0.04,0.04,0.04
2424,0.04,0.04,0.04
2425,0.04,0.04,0.04
2426,0.04,0.04,0.04
2427,0.04,0.04,0.04
2428,0.04,0.04,0.04
2429,0.04,0.04,0.04
2430,0.04,0.04,0.04
2431,0.04,0.04,0.04
2432,0.04,0.04,0.04
2433,0.04,0.04,0.04
2434,0.04,0.04,0.04
2435,0.04,0.04,0.04
2436,0.04,0.04,0.04
2437,0.04,0.04,0.04
2438,0.04,0.04,0.04
2439,0.04,0.04,0.04
2440,0.04,0.04,0.04
2441,0.04,0.04,0.04
2442,0.04,0.04,0.04
2443,0.04,0.04,0.04
2444,0.04,0.04,0.04
2445,0.04,0.04,0.04
2446,0.04,0.04,0.04
2447,0.04,0.04,0.04
2448,0.04,0.04,0.04
2449,0.04,0.04,0.04
2450,0.04,0.04,0.04
2451,0.04,0.04,0.04
2452,0.04,0.04,0.04
2453,0.04,0.04,0.04
2454,0.04,0.04,0.04
2455,0.04,0.04,0.04
2456,0.04,0.04,0.04
2457,0.04,0.04,0.04
2458,0.04,0.04,0.04
2459,0.04,0.04,0.04
2460,0.04,0.04,0.04
2461,0.04,0.04,0.04
2462,0.04,0.04,0.04
2463,0.04,0.04,0.04
2464,0.04,0.04,0.04
2465,0.04,0.04,0.04
2466,0.04,0.04,0.04
2467,0.04,0.04,0.04
2468,0.04,0.04,0.04
2469,0.04,0.04,0.04
2470,0.04,0.04,0.04
2471,0.04,0.04,0.04
2472,0.04,0.04,0.04
2473,0.04,0.04,0.04
2474,0.04,0.04,0.04
2475,0.04,0.04,0.04
2476,0.04,0.04,0.04
2477,0.04,0.04,0.04
2478,0.04,0.04,0.04
2479,0.04,0.04,0.04
2480,0.04,0.04,0.04
2481,0.04,0.04,0.04
2482,0.04,0.04,0.04
2483,0.04,0.04,0.04
2484,0.04,0.04,0.04
2485,0.04,0.04,0.04
2486,0.04,0.04,0.04
2487,0.04,0.04,0.04
2488,0.04,0.04,0.04
2489,0.04,0.04,0.04
2490,0.04,0.04,0.04
2491,0.04,0.04,0.04
2492,0.04,0.04,0.04
2493,0.04,0.04,0.04
2494,0.04,0.04,0.04
2495,0.04,0.04,0.04
2496,0.04,0.04,0.04
2497,0.04,0.04,0.04
2498,0.04,0.04,0.04
2499,0.04,0.04,0.04
2500,0.04,0.04,0.04
2501,0.04,0.04,0.04
2502,0.04,0.04,0.04
2503,0.04,0.04,0.04
2504,0.04,0.04,0.04
2505,0.04,0.04,0.04
2506,0.04,0.04,0.04
2507,0.04,0.04,0.04
2508,0.04,0.04,0.04
2509,0.04,0.04,0.04
2510,0.04,0.04,0.04
2511,0.04,0.04,0.04
2512,0.04,0.04,0.04
2513,0.04,0.04,0.04
2514,0.04,0.04,0.04
2515,0.04,0.04,0.04
2516,0.04,0.04,0.04
2517,0.04,0.04,0.04
2518,0.04,0.04,0.04
2519,0.04,0.04,0.04
2520,0.04,0.04,0.04
2521,0.04,0.04,0.04
2522,0.04,0.04,0.04
2523,0.04,0.04,0.04
2524,0.04,0.04,0.04
2525,0.04,0.04,0.04
2526,0.04,0.04,0.04
2527,0.04,0.04,0.04
2528,0.04,0.04,0.04
2529,0.04,0.04,0.04
2530,0.04,0.04,0.04
2531,0.04,0.04,0.04
2532,0.04,0.04,0.04
2533,0.04,0.04,0.04
2534,0.04,0.04,0.04
2535,0.04,0.04,0.04
2536,0.04,0.04,0.04
2537,0.04,0.04,0.04
2538,0.04,0.04,0.04
2539,0.04,0.04,0.04
2540,0.04,0.04,0.04
2541,0.04,0.04,0.04
2542,0.04,0.04,0.04
2543,0.04,0.04,0.04
2544,0.04,0.04,0.04
2545,0.04,0.04,0.04
2546,0.04,0.04,0.04
2547,0.04,0.04,0.04
2548,0.04,0.04,0.04
2549,0.04,0.04,0.04
2550,0.04,0.04,0.04
2551,0.04,0.04,0.04
2552,0.04,0.04,0.04
2553,0.04,0.04,0.04
2554,0.04,0.04,0.04
2555,0.04,0.04,0.04
2556,0.04,0.04,0.04
2557,0.04,0.04,0.04
2558,0.04,0.04,0.04
2559,0.04,0.04,0.04
2560,0.04,0.04,0.04
2561,0.04,0.04,0.04
2562,0.04,0.04,0.04
2563,0.04,0.04,0.04
2564,0.04,0.04,0.04
2565,0.04,0.04,0.04
2566,0.04,0.04,0.04
2567,0.04,0.04,0.04
2568,0.04,0.04,0.04
2569,0.04,0.04,0.04
2570,0.04,0.04,0.04
2571,0.04,0.04,0.04
2572,0.04,0.04,0.04
2573,0.04,0.04,0.04
2574,0.04,0.04,0.04
2575,0.04,0.04,0.04
2576,0.04,0.04,0.04
2577,0.04,0.04,0.04
2578,0.04,0.04,0.04
2579,0.04,0.04,0.04
2580,0.04,0.04,0.04
2581,0.04,0.04,0.04
2582,0.04,0.04,0.04
2583,0.04,0.04,0.04
2584,0.04,0.04,0.04
2585,0.04,0.04,0.04
2586,0.04,0.04,0.04
2587,0.04,0.04,0.04
2588,0.04,0.04,0.04
2589,0.04,0.04,0.04
2590,0.04,0.04,0.04
2591,0.04,0.04,0.04
2592,0.04,0.04,0.04
2593,0.04,0.04,0.04
2594,0.04,0.04,0.04
2595,0.04,0.04,0.04
2596,0.04,0.04,0.04
2597,0.04,0.04,0.04
2598,0.04,0.04,0.04
2599,0.04,0.04,0.04
2600,0.04,0.04,0.04
2601,0.04,0.04,0.04
2602,0.04,0.04,0.04
2603,0.04,0.04,0.04
2604,0.04,0.04,0.04
2605,0.04,0.04,0.04
2606,0.04,0.04,0.04
2607,0.04,0.04,0.04
2608,0.04,0.04,0.04
2609,0.04,0.04,0.04
2610,0.04,0.04,0.04
2611,0.04,0.04,0.04
2612,0.04,0.04,0.04
2613,0.04,0.04,0.04
2614,0.04,0.04,0.04
2615,0.04,0.04,0.04
2616,0.04,0.04,0.04
2617,0.04,0.04,0.04
2618,0.04,0.04,0.04
2619,0.04,0.04,0.04
2620,0.04,0.04,0.04
2621,0.04,0.04,0.04
2622,0.04,0.04,0.04
2623,0.04,0.04,0.04
2624,0.04,0.04,0.04
2625,0.04,0.04,0.04
2626,0.04,0.04,0.04
2627,0.04,0.04,0.04
2628,0.04,0.04,0.04
2629,0.04,0.04,0.04
2630,0.04,0.04,0.04
2631,0.04,0.04,0.04
2632,0.04,0.04,0.04
2633,0.04,0.04,0.04
2634,0.04,0.04,0.04
2635,0.04,0.04,0.04
2636,0.04,0.04,0.04
2637,0.04,0.04,0.04
2638,0.04,0.04,0.04
2639,0.04,0.04,0.04
2640,0.04,0.04,0.04
2641,0.04,0.04,0.04
2642,0.04,0.04,0.04
2643,0.04,0.04,0.04
2644,0.04,0.04,0.04
2645,0.04,0.04,0.04
2646,0.04,0.04,0.04
2647,0.04,0.04,0.04
2648,0.04,0.04,0.04
2649,0.04,0.04,0.04
2650,0.04,0.04,0.04
2651,0.04,0.04,0.04
2652,0.04,0.04,0.04
2653,0.04,0.04,0.04
2654,0.04,0.04,0.04
2655,0.04,0.04,0.04
2656,0.04,0.04,0.04
2657,0.04,0.04,0.04
2658,0.04,0.04,0.04
2659,0.04,0.04,0.04
2660,0.04,0.04,0.04
2661,0.04,0.04,0.04
2662,0.04,0.04,0.04
2663,0.04,0.04,0.04
2664,0.04,0.04,0.04
2665,0.04,0.04,0.04
2666,0.04,0.04,0.04
2667,0.04,0.04,0.04
2668,0.04,0.04,0.04
2669,0.04,0.04,0.04
2670,0.04,0.04,0.04
2671,0.04,0.04,0.04
2672,0.04,0.04,0.04
2673,0.04,0.04,0.04
2674,0.04,0.04,0.04
2675,0.04,0.04,0.04
2676,0.04,0.04,0.04
2677,0.04,0.04,0.04
2678,0.04,0.04,0.04
2679,0.04,0.04,0.04
2680,0.04,0.04,0.04
2681,0.04,0.04,0.04
2682,0.04,0.04,0.04
2683,0.04,0.04,0.04
2684,0.04,0.04,0.04
2685,0.04,0.04,0.04
2686,0.04,0.04,0.04
2687,0.04,0.04,0.04
2688,0.04,0.04,0.04
2689,0.04,0.04,0.04
2690,0.04,0.04,0.04
2691,0.04,0.04,0.04
2692,0.04,0.04,0.04
2693,0.04,0.04,0.04
2694,0.04,0.04,0.04
2695,0.04,0.04,0.04
2696,0.04,0.04,0.04
2697,0.04,0.04,0.04
2698,0.04,0.04,0.04
2699,0.04,0.04,0.04
2700,0.04,0.04,0.04
2701,0.04,0.04,0.04
2702,0.04,0.04,0.04
2703,0.04,0.04,0.04
2704,0.04,0.04,0.04
2705,0.04,0.04,0.04
2706,0.04,0.04,0.04
2707,0.04,0.04,0.04
2708,0.04,0.04,0.04
2709,0.04,0.04,0.04
2710,0.04,0.04,0.04
2711,0.04,0.04,0.04
2712,0.04,0.04,0.04
2713,0.04,0.04,0.04
2714,0.04,0.04,0.04
2715,0.04,0.04,0.04
2716,0.04,0.04,0.04
2717,0.04,0.04,0.04
2718,0.04,0.04,0.04
2719,0.04,0.04,0.04
2720,0.04,0.04,0.04
2721,0.04,0.04,0.04
2722,0.04,0.04,0.04
2723,0.04,0.04,0.04
2724,0.04,0.04,0.04
2725,0.04,0.04,0.04
2726,0.04,0.04,0.04
2727,0.04,0.04,0.04
2728,0.04,0.04,0.04
2729,0.04,0.04,0.04
2730,0.04,0.04,0.04
2731,0.04,0.04,0.04
2732,0.04,0.04,0.04
2733,0.04,0.04,0.04
2734,0.04,0.04,0.04
2735,0.04,0.04,0.04
2736,0.04,0.04,0.04
2737,0.04,0.04,0.04
2738,0.04,0.04,0.04
2739,0.04,0.04,0.04
2740,0.04,0.04,0.04
2741,0.04,0.04,0.04
2742,0.04,0.04,0.04
2743,0.04,0.04,0.04
2744,0.04,0.04,0.04
2745,0.04,0.04,0.04
2746,0.04,0.04,0.04
2747,0.04,0.04,0.04
2748,0.04,0.04,0.04
2749,0.04,0.04,0.04
2750,0.04,0.04,0.04
2751,0.04,0.04,0.04
2752,0.04,0.04,0.04
2753,0.04,0.04,0.04
2754,0.04,0.04,0.04
2755,0.04,0.04,0.04
2756,0.04,0.04,0.04
2757,0.04,0.04,0.04
2758,0.04,0.04,0.04
2759,0.04,0.04,0.04
2760,0.04,0.04,0.04
2761,0.04,0.04,0.04
2762,0.04,0.04,0.04
2763,0.04,0.04,0.04
2764,0.04,0.04,0.04
2765,0.04,0.04,0.04
2766,0.04,0.04,0.04
2767,0.04,0.04,0.04
2768,0.04,0.04,0.04
2769,0.04,0.04,0.04
2770,0.04,0.04,0.04
2771,0.04,0.04,0.04
2772,0.04,0.04,0.04
2773,0.04,0.04,0.04
2774,0.04,0.04,0.04
2775,0.04,0.04,0.04
2776,0.04,0.04,0.04
2777,0.04,0.04,0.04
2778,0.04,0.04,0.04
2779,0.04,0.04,0.04
2780,0.04,0.04,0.04
2781,0.04,0.04,0.04
2782,0.04,0.04,0.04
2783,0.04,0.04,0.04
2784,0.04,0.04,0.04
2785,0.04,0.04,0.04
2786,0.04,0.04,0.04
2787,0.04,0.04,0.04
2788,0.04,0.04,0.04
2789,0.04,0.04,0.04
2790,0.04,0.04,0.04
2791,0.04,0.04,0.04
2792,0.04,0.04,0.04
2793,0.04,0.04,0.04
2794,0.04,0.04,0.04
2795,0.04,0.04,0.04
2796,0.04,0.04,0.04
2797,0.04,0.04,0.04
2798,0.04,0.04,0.04
2799,0.04,0.04,0.04
2800,0.04,0.04,0.04
2801,0.04,0.04,0.04
2802,0.04,0.04,0.04
2803,0.04,0.04,0.04
2804,0.04,0.04,0.04
2805,0.04,0.04,0.04
2806,0.04,0.04,0.04
2807,0.04,0.04,0.04
2808,0.04,0.04,0.04
2809,0.04,0.04,0.04
2810,0.04,0.04,0.04
2811,0.04,0.04,0.04
2812,0.04,0.04,0.04
2813,0.04,0.04,0.04
2814,0.04,0.04,0.04
2815,0.04,0.04,0.04
2816,0.04,0.04,0.04
2817,0.04,0.04,0.04
2818,0.04,0.04,0.04
2819,0.04,0.04,0.04
2820,0.04,0.04,0.04
2821,0.04,0.04,0.04
2822,0.04,0.04,0.04
2823,0.04,0.04,0.04
2824,0.04,0.04,0.04
2825,0.04,0.04,0.04
2826,0.04,0.04,0.04
2827,0.04,0.04,0.04
2828,0.04,0.04,0.04
2829,0.04,0.04,0.04
2830,0.04,0.04,0.04
2831,0.04,0.04,0.04
2832,0.04,0.04,0.04
2833,0.04,0.04,0.04
2834,0.04,0.04,0.04
2835,0.04,0.04,0.04
2836,0.04,0.04,0.04
2837,0.04,0.04,0.04
2838,0.04,0.04,0.04
2839,0.04,0.04,0.04
2840,0.04,0.04,0.04
2841,0.04,0.04,0.04
2842,0.04,0.04,0.04
2843,0.04,0.04,0.04
2844,0.04,0.04,0.04
2845,0.04,0.04,0.04
2846,0.04,0.04,0.04
2847,0.04,0.04,0.04
2848,0.04,0.04,0.04
2849,0.04,0.04,0.04
2850,0.04,0.04,0.04
2851,0.04,0.04,0.04
2852,0.04,0.04,0.04
2853,0.04,0.04,0.04
